0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.041741626918537764e-02 -2.769335454545461973e-03 5.923682349468665370e-03 4.443154936060771942e-01 5.828951757276354950e-01 5.811808118752054275e-01
-2.486584499409705620e-02 -2.579464994096889504e-03 1.166124278630453412e-02 8.897696568867302647e-01 1.153878475184298313e+00 1.150028993285064249e+00
-3.849922711924440993e-02 -4.482946765053274010e-03 1.246553017709538247e-02 1.333620017247617584e+00 1.730130454275476737e+00 1.702839238441505643e+00
-4.881758648170009957e-02 -1.218049126328135364e-03 1.175933900826430997e-02 1.765198392429050411e+00 2.310087243557642278e+00 2.261509773559057468e+00
-6.206670089728410361e-02 1.305062160566741822e-03 1.523311845336509755e-02 2.173245318712376584e+00 2.877670580617877505e+00 2.801646271015212353e+00
-7.346489874852472901e-02 4.256903659976545885e-03 1.602299301062577036e-02 2.601421050139103741e+00 3.429765819151453510e+00 3.334222913234497376e+00
-9.011654825265510982e-02 2.901457166469970268e-03 1.559902723730845556e-02 3.008545881846993453e+00 3.975568143921420994e+00 3.879852576730430602e+00
-1.068901786894930622e-01 5.016416340023030669e-03 1.342806034238495927e-02 3.429113046489859595e+00 4.503887607942261617e+00 4.406307016973829427e+00
-1.229141908028335284e-01 7.387958902007553744e-03 8.281184167650987304e-03 3.852856349022133475e+00 5.014114790837099989e+00 4.935784196765077958e+00
-1.407340406139329092e-01 8.245675631640997372e-03 3.040783966942003490e-03 4.251435185561309282e+00 5.552160827966324597e+00 5.462796125573799344e+00
-1.505971082172379572e-01 7.719340224321295796e-03 -9.225429374262629836e-03 4.641901745386526557e+00 6.066151178000203537e+00 5.990224156882174356e+00
-1.610264506139329199e-01 1.835282239669463328e-02 -8.068253482880132638e-03 5.035777897864943675e+00 6.533907277826989102e+00 6.529630276284671631e+00
-1.683098371074397692e-01 2.353816112160567534e-02 -9.765424096812594379e-03 5.416825155759071642e+00 6.987773225493912221e+00 7.058473059748733291e+00
-1.813632364344746617e-01 2.685210670602102001e-02 -1.073065278630465705e-02 5.788135770377496492e+00 7.421563087684361015e+00 7.590001747445557001e+00
-1.933239452538336733e-01 3.550553701298639342e-02 -5.220396092088767578e-03 6.149605322704019272e+00 7.816632235796880046e+00 8.112385378013842185e+00
-2.017297276505285730e-01 4.156939905549073694e-02 -2.049055100355292799e-03 6.495164062971284125e+00 8.216002746383468391e+00 8.590982471927961939e+00
-2.094123309563140356e-01 4.793506260920830236e-02 6.988516646989034568e-03 6.849259344709698993e+00 8.619957172302239456e+00 9.032813316912630341e+00
-2.206168359976405091e-01 5.703079610389627518e-02 1.203895481700174332e-02 7.182680546850546577e+00 8.982132313773536936e+00 9.474899132133769442e+00
-2.228113895513544884e-01 6.231416985832433086e-02 1.885886596221966055e-02 7.479043218546180150e+00 9.341244672977168761e+00 9.909172033844619421e+00
-2.269095152066127608e-01 6.965861224321130696e-02 2.311876238488794200e-02 7.805635858200512978e+00 9.658710694554061504e+00 1.032920059592409423e+01
-2.246374418890163260e-01 7.829475139315104915e-02 2.658757461629305749e-02 8.141856695385548903e+00 9.953903785588885000e+00 1.074742729847331191e+01
-2.231650446399046639e-01 8.068891944510045433e-02 2.914076996458091900e-02 8.452934403572422539e+00 1.028989524554585522e+01 1.119882249182108147e+01
-2.223050188075588740e-01 8.223609471074373733e-02 3.499741733175891489e-02 8.774763995992628907e+00 1.061171123356439594e+01 1.163317009715640538e+01
-2.244332619244378824e-01 8.424478027154629067e-02 3.657392138134631099e-02 9.096439786523722759e+00 1.092956790356804042e+01 1.202264222883799860e+01
-2.242063404250314307e-01 7.992974021251610106e-02 3.292578182998776720e-02 9.407853199866151428e+00 1.120233362591757320e+01 1.243203470776340325e+01
-2.233905528099180693e-01 7.846512846517000872e-02 2.813393407320006340e-02 9.679121020011658416e+00 1.151839154209267413e+01 1.281178817386278723e+01
-2.179058545100340250e-01 7.742012204250404983e-02 2.639910610389564413e-02 9.972554998477360044e+00 1.182822976375263657e+01 1.315410715493412930e+01
-2.100239072373110416e-01 7.550413195985662684e-02 2.998340866588068004e-02 1.016990133130076579e+01 1.209767060727281596e+01 1.344926735046406030e+01
-2.056695330696619861e-01 6.764463046044862093e-02 3.259084214875976326e-02 1.038769984002330915e+01 1.240810958851107593e+01 1.371693448007993332e+01
-2.003114042857175869e-01 6.422750919716653517e-02 3.611388191263286557e-02 1.062470906204554666e+01 1.263208679759626918e+01 1.401392748795552556e+01
-1.966076202479350443e-01 5.701683580873615625e-02 3.363461701298674222e-02 1.082000833217652769e+01 1.283984537656020919e+01 1.426158174196621076e+01
-1.919584545336499304e-01 5.064118165289353130e-02 2.837254200708401453e-02 1.103292828953121152e+01 1.306790815686627028e+01 1.453602484175194220e+01
-1.872909993388421068e-01 3.874094036599754626e-02 2.499373021251501126e-02 1.124069426004394501e+01 1.327900522122848770e+01 1.476703256951550713e+01
-1.840851283943331640e-01 3.644014650531286065e-02 2.379222826446257197e-02 1.143949539225189049e+01 1.348429058925311352e+01 1.495732521877344823e+01
-1.718949283589128185e-01 2.811276749704757702e-02 2.166505754427397804e-02 1.163750770279466629e+01 1.369947051849484865e+01 1.510216490753989760e+01
-1.614386349704800827e-01 2.449453201888968090e-02 1.868396331759191592e-02 1.182063598290799256e+01 1.392348770598009899e+01 1.525386643332467251e+01
-1.602805927508862693e-01 2.081892834710841536e-02 1.062711786304632727e-02 1.202203311504509919e+01 1.412189885691872604e+01 1.544590681736773163e+01
-1.490271892561979283e-01 1.820621173553795685e-02 -2.523053128713143980e-05 1.219472170251820842e+01 1.432468075565827803e+01 1.559675737424681508e+01
-1.417411475678850841e-01 1.920112651711947810e-02 -6.342294403777161936e-03 1.237768078063539079e+01 1.454347368839414223e+01 1.571437257974857715e+01
-1.416324444628132007e-01 1.897915377804020032e-02 -1.653812268004697592e-02 1.254319508687090057e+01 1.471711129267790419e+01 1.584070250767022259e+01
-1.351889509445096393e-01 2.331960106257584264e-02 -2.038636358913860011e-02 1.270483048034760465e+01 1.492846654494051961e+01 1.595474867020445764e+01
-1.242425614049597893e-01 1.994448943329476046e-02 -2.219227567886636679e-02 1.286448316854566087e+01 1.513977749209415613e+01 1.603469301124884794e+01
-1.201165644155843260e-01 1.606329532467578453e-02 -2.962275373081549659e-02 1.301702784448789174e+01 1.528965398868882630e+01 1.615286848569335376e+01
-1.166446974734335479e-01 1.297452465171209691e-02 -3.669729166469862941e-02 1.314133192581722476e+01 1.542869826734891170e+01 1.618401014989152742e+01
-1.127801838134586676e-01 1.439552442739204172e-02 -3.882660256198356558e-02 1.328053060973306110e+01 1.554582285278924836e+01 1.622777019706667545e+01
