1.000000000000000000e+00 3.996584357624170636e+00 3.519120002735848018e+00
1.500000000000000000e+00 8.358423292840200247e+00 7.330133026042300770e+00
2.000000000000000000e+00 1.479903598116736063e+01 1.277495431117499969e+01
3.000000000000000000e+00 3.267426930727788204e+01 2.930177913920559263e+01
4.000000000000000000e+00 5.649348184723774580e+01 5.051458621375270042e+01
5.000000000000000000e+00 8.600990620165066503e+01 7.759268881488061709e+01
6.000000000000000000e+00 1.207475258744429851e+02 1.129086326400989435e+02
7.000000000000000000e+00 1.598313982641470830e+02 1.510633303294007703e+02
8.000000000000000000e+00 2.003455449861060629e+02 1.915760296023767921e+02
9.000000000000000000e+00 2.470749436047576069e+02 2.404978184468349411e+02
1.000000000000000000e+01 2.880935308911774655e+02 2.842913398429656695e+02
1.100000000000000000e+01 3.341394694387054756e+02 3.285447225181320619e+02
1.200000000000000000e+01 3.766699063301846877e+02 3.743074386717923971e+02
1.400000000000000000e+01 4.448585793263610526e+02 4.453876483242797804e+02
1.600000000000000000e+01 5.209244125706004525e+02 5.224563005225800225e+02
1.800000000000000000e+01 5.717179755973876354e+02 5.712143429135948054e+02
2.000000000000000000e+01 6.452474942468209065e+02 6.438672894921980969e+02
2.300000000000000000e+01 6.975806641238814336e+02 6.978169420494159567e+02
2.500000000000000000e+01 7.390617763573768570e+02 7.376822759406971954e+02
3.000000000000000000e+01 8.096842804724566349e+02 8.144818949541981965e+02
3.500000000000000000e+01 8.458570013903232621e+02 8.495758621255071148e+02
4.000000000000000000e+01 8.816528850947662477e+02 8.886291222175600524e+02
4.500000000000000000e+01 9.160080676415793732e+02 9.315305768178816379e+02
5.000000000000000000e+01 9.239974742040739102e+02 9.400340973551834622e+02
6.000000000000000000e+01 9.422146139754356682e+02 9.590824891080152383e+02
7.000000000000000000e+01 9.517745777927633526e+02 9.738305866623496740e+02
8.000000000000000000e+01 9.625664486349066920e+02 9.976763278489052027e+02
1.000000000000000000e+02 9.441255832209565142e+02 9.904169489935695765e+02
1.200000000000000000e+02 9.276987917254948570e+02 1.010349334394208427e+03
1.500000000000000000e+02 8.875862715815205775e+02 1.022227618409201341e+03
2.000000000000000000e+02 8.024705416185282729e+02 1.012269683220963543e+03
2.500000000000000000e+02 7.355910075635538306e+02 1.020664980900709224e+03
3.000000000000000000e+02 6.815121150552865856e+02 1.023523560609707147e+03
3.500000000000000000e+02 6.439122176056996523e+02 1.022531996632343635e+03
4.000000000000000000e+02 6.148682952301032856e+02 1.014520200788606303e+03
5.000000000000000000e+02 5.748363017795101086e+02 1.026198236679546881e+03
6.000000000000000000e+02 5.593058276208654434e+02 1.025863877479703433e+03
7.000000000000000000e+02 5.406925496951419063e+02 1.021542777556673400e+03
8.000000000000000000e+02 5.332447528408531525e+02 1.016294270037504020e+03
9.000000000000000000e+02 5.305195601399299221e+02 1.014732797776009875e+03
1.000000000000000000e+03 5.181096185883313865e+02 1.019464782955992860e+03
