50
Atoms. Timestep: 42400000
1 -0.0222124 -0.0282998 -0.0310551
1 -0.619459 -0.696202 0.420729
1 -0.483788 -1.11205 1.31687
1 -0.563802 -2.07388 1.03566
1 -0.282626 -2.72023 1.74954
1 0.55584 -3.22379 1.55896
1 0.461508 -2.22824 1.51372
1 1.43028 -2.48078 1.48935
1 1.86524 -1.74639 0.957169
1 1.08786 -2.35475 0.772801
1 0.972183 -3.33702 0.631919
1 -0.00414551 -3.32637 0.85566
1 -0.345265 -3.10269 -0.0600365
1 -0.393476 -3.97876 0.414689
1 -1.06782 -4.43808 -0.161014
1 -1.87981 -5.0156 -0.08713
1 -2.6411 -4.41296 0.159005
1 -3.22947 -4.43895 0.964799
1 -3.53772 -3.62612 0.470527
1 -3.20776 -2.74997 0.811757
1 -3.11058 -2.47858 -0.142516
1 -3.81241 -1.79466 -0.334636
1 -3.794 -1.1858 0.452692
1 -4.73086 -1.36576 0.753428
1 -4.9571 -2.24696 0.338397
1 -5.75872 -2.50555 0.86625
1 -5.28342 -3.11762 1.48929
1 -5.39959 -4.09221 1.67399
1 -4.43312 -3.97536 1.43814
1 -4.62378 -4.62408 0.700205
1 -4.23238 -4.60376 -0.221878
1 -4.27137 -3.9789 -1.00448
1 -3.33063 -3.94821 -1.35827
1 -2.90805 -3.56829 -2.18627
1 -2.53605 -2.66067 -2.01281
1 -2.31737 -2.19502 -1.15151
1 -2.29787 -2.99207 -0.556183
1 -1.47541 -2.47811 -0.814155
1 -1.80973 -1.63711 -0.394062
1 -2.21441 -0.738346 -0.255074
1 -2.61845 -0.0366581 -0.848072
1 -3.55288 -0.0115508 -0.4757
1 -3.82782 -0.291289 0.446432
1 -3.70805 0.690717 0.600086
1 -3.19837 -0.0167747 1.0949
1 -2.39399 0.583572 1.09953
1 -2.12122 -0.317629 1.43815
1 -1.15647 -0.0742452 1.41541
1 -0.778826 0.81354 1.14871
1 -0.835859 0.505219 0.202768
