50
Atoms. Timestep: 58000000
1 -0.0111144 -0.0171987 -0.0382082
1 0.23663 -0.98578 0.0425211
1 1.07321 -1.27303 -0.415498
1 1.93277 -0.773045 -0.318344
1 1.94583 -1.6587 0.150734
1 1.98989 -1.89772 -0.817243
1 2.85715 -2.39271 -0.863493
1 2.8848 -3.39074 -0.913035
1 2.4835 -3.5756 -1.80398
1 2.42377 -4.36941 -1.2096
1 3.33072 -4.3355 -1.64309
1 3.66451 -3.49034 -1.23126
1 4.34784 -3.63398 -0.518646
1 4.92004 -3.60031 -1.33284
1 5.53594 -4.31337 -1.69257
1 6.33319 -3.76697 -1.94616
1 6.5238 -3.39657 -1.03938
1 6.46429 -2.45987 -0.709208
1 6.38639 -2.60404 0.280769
1 6.7775 -3.51858 0.170522
1 7.18298 -4.31053 0.615033
1 6.2807 -4.39713 0.207564
1 5.81751 -4.98593 0.868761
1 5.08828 -4.30867 0.900151
1 5.93114 -3.97301 1.31171
1 5.10701 -3.79187 1.86106
1 4.37982 -3.41326 2.44161
1 3.83745 -4.24839 2.58879
1 2.98487 -4.33539 3.09469
1 2.99828 -4.62577 2.1311
1 2.46829 -3.81136 2.36671
1 2.71167 -2.88325 2.65784
1 2.81658 -2.22261 3.40428
1 2.68054 -1.24476 3.56742
1 1.95763 -0.843259 3.00025
1 1.92344 -1.70114 2.4984
1 1.21612 -1.50464 1.82262
1 2.05447 -1.72342 1.3244
1 1.12523 -2.03783 1.13277
1 0.477497 -1.65202 0.474197
1 1.06621 -1.01145 0.962878
1 1.15873 -0.130153 1.43362
1 1.06015 0.542504 0.702463
1 0.252181 0.143233 1.13884
1 -0.335406 0.104363 1.94193
1 -0.148807 -0.565077 1.22275
1 -0.812801 -1.22034 1.5794
1 -1.05324 -0.347882 2.0044
1 -0.96895 0.240532 1.20056
1 -0.80833 -0.39049 0.443501
