50
Atoms. Timestep: 87600000
1 -0.0118672 -0.040484 -0.0330263
1 0.712912 0.590822 -0.290429
1 1.31273 0.983258 0.406047
1 1.9738 0.674354 -0.276684
1 1.40951 1.10086 -0.983888
1 2.03825 1.43923 -1.69296
1 3.01452 1.23433 -1.72593
1 2.68387 1.86579 -1.01996
1 2.22738 2.75079 -0.894539
1 1.62575 3.36986 -0.402173
1 1.87825 4.08463 0.240464
1 1.18233 4.21487 -0.458716
1 0.355513 4.66958 -0.115149
1 -0.223191 4.21692 0.564137
1 -0.816082 3.58922 0.0606479
1 0.133486 3.26828 0.111489
1 0.662464 3.33285 0.951264
1 -0.0091512 3.71029 1.58824
1 -0.227785 4.3248 2.34369
1 0.282827 5.03716 2.81784
1 0.435891 4.37515 3.55311
1 -0.285862 5.05116 3.46452
1 -1.08215 5.07661 4.06466
1 -1.02051 4.14507 4.40693
1 -1.52137 3.30366 4.19515
1 -1.72619 2.53456 3.58243
1 -1.60287 2.16862 2.65713
1 -2.14543 1.68656 3.34746
1 -1.2318 1.38961 3.62026
1 -1.04771 1.5013 2.63934
1 -1.27967 1.08797 1.76626
1 -0.424572 1.57205 1.93391
1 -0.101249 2.49483 1.73928
1 0.387551 2.05786 2.49054
1 1.33501 1.85045 2.74903
1 1.00973 2.11636 1.84558
1 1.9383 2.36536 2.12097
1 2.5515 2.41757 2.90894
1 3.27639 2.15104 3.54243
1 3.00039 1.63944 2.72075
1 3.49989 0.781497 2.62446
1 3.16997 0.8073 1.67919
1 2.57967 0.547013 2.44598
1 2.19293 -0.0243614 3.17603
1 1.42655 -0.402692 2.64837
1 0.601506 -0.346293 2.07544
1 -0.167933 0.1537 2.47281
1 -0.533449 -0.180741 1.60432
1 -1.18624 0.186764 0.943299
1 -0.19703 0.31978 0.889156
