50
Atoms. Timestep: 91300000
1 0.0562358 0.000157088 -0.0544201
1 0.535596 -0.590143 -0.709227
1 1.38139 -0.0935863 -0.875446
1 1.52631 -0.624542 -1.71113
1 1.93816 -1.14604 -2.45216
1 2.71506 -0.655591 -2.84775
1 2.8753 0.325227 -2.98814
1 2.35665 0.139367 -3.82073
1 3.19519 -0.411345 -3.83349
1 2.63246 -0.723471 -4.59768
1 2.35496 -1.41214 -3.93829
1 1.93254 -2.17835 -4.41738
1 1.37942 -2.967 -4.14686
1 0.624573 -3.22569 -4.75335
1 1.60401 -3.25434 -4.97952
1 2.54952 -3.14945 -4.65716
1 2.92996 -3.77744 -3.98257
1 3.63254 -3.19195 -4.37934
1 3.46224 -2.62512 -3.57921
1 3.69987 -2.09266 -2.76058
1 4.30343 -1.77745 -3.48861
1 4.52787 -2.08766 -2.56512
1 5.2365 -2.61532 -2.08456
1 5.37616 -1.89593 -2.76658
1 4.75187 -1.54574 -2.06836
1 5.53789 -1.43968 -1.449
1 4.64301 -1.30909 -1.01769
1 3.75378 -1.16372 -1.45269
1 4.2613 -0.602722 -2.09813
1 3.86549 0.18018 -1.62452
1 3.11146 0.186303 -0.968896
1 3.02201 0.795912 -0.182564
1 3.22672 1.73205 -0.461448
1 4.1688 2.03239 -0.318132
1 3.36417 2.55101 -0.600285
1 2.82274 2.31211 -1.41941
1 1.92969 2.51222 -1.81337
1 2.07316 3.22897 -2.48669
1 1.37005 2.54951 -2.7206
1 1.17831 2.07858 -3.5847
1 0.657715 1.43179 -4.13761
1 0.0202737 1.52535 -3.37283
1 0.0154795 0.678605 -2.85404
1 -0.249292 0.137326 -2.06162
1 -0.934376 0.750049 -2.46308
1 -1.27215 0.934292 -3.38504
1 -0.836504 1.5812 -2.75254
1 -0.965717 1.56133 -1.76253
1 -0.575608 0.681216 -1.49228
1 -0.274247 0.809167 -0.552874
