50
Atoms. Timestep: 74100000
1 -0.00237935 0.038329 -0.0450723
1 -0.175326 0.563219 0.797823
1 -0.0135912 1.11181 1.61648
1 -0.237783 1.89793 1.04238
1 -0.160462 2.89683 1.06402
1 -0.345716 3.3334 1.93728
1 -0.694756 4.03469 2.55957
1 -1.30046 3.86407 3.33424
1 -1.96617 3.56621 2.65302
1 -2.22681 4.3003 2.02049
1 -1.33904 4.67884 1.74828
1 -0.682861 5.14097 1.15029
1 -0.60175 4.30277 0.614151
1 -0.127587 4.21841 -0.257946
1 0.54837 3.47742 -0.172143
1 1.03842 3.16128 -0.984593
1 0.352925 2.42385 -1.01006
1 0.684759 1.59076 -0.565638
1 1.22222 1.17451 0.170972
1 0.346842 1.47516 0.534098
1 -0.371285 0.930803 0.966253
1 -0.55966 0.989979 -0.0116304
1 -0.32833 1.95916 -0.073942
1 -0.471056 2.0224 -1.05925
1 0.184112 1.8964 -1.80186
1 0.897247 1.99029 -2.48972
1 0.729476 2.74327 -1.85663
1 -0.265664 2.80151 -1.97117
1 -0.311664 2.89331 -2.97137
1 -0.040217 3.7938 -3.3295
1 0.0328059 4.04527 -4.29228
1 -0.928788 4.06792 -4.03624
1 -1.34879 3.19329 -4.27893
1 -1.38868 3.30389 -3.28488
1 -1.77106 2.64516 -2.63383
1 -2.58124 2.29395 -3.10007
1 -2.09894 1.43441 -3.27161
1 -2.40518 1.00725 -2.4199
1 -1.93024 1.48833 -1.68565
1 -1.42025 2.25772 -1.29179
1 -0.761924 2.49739 -0.582988
1 -1.62221 2.68458 -0.11246
1 -2.37464 2.10637 -0.439473
1 -2.00213 2.00585 0.483052
1 -1.64891 1.13199 0.147956
1 -0.66425 1.0951 -0.0525134
1 0.195046 1.58078 -0.211948
1 0.861573 0.837894 -0.18517
1 0.33308 1.10188 -0.993265
1 0.392865 0.101359 -0.957232
