50
Atoms. Timestep: 86400000
1 -0.0385149 0.023014 -0.0426784
1 0.540165 0.805727 -0.316586
1 0.459698 1.39638 0.482513
1 0.248547 1.77614 -0.421855
1 0.591773 2.20198 -1.24949
1 0.63088 1.19424 -1.16856
1 1.62184 1.31954 -1.05881
1 1.7852 1.88518 -0.245457
1 1.17705 2.6461 -0.455316
1 1.46657 3.2683 -1.18008
1 1.79305 4.04785 -0.652763
1 2.30646 3.56931 0.0620598
1 2.38587 2.94306 0.83807
1 1.74113 3.70065 0.959506
1 1.08252 3.04792 0.602566
1 0.13336 3.23048 0.8533
1 0.515737 3.27005 1.77894
1 0.553155 3.22039 2.77714
1 1.37379 2.74722 2.47306
1 2.15783 3.18269 2.9193
1 2.66324 3.92934 3.3408
1 2.55936 3.10471 3.88746
1 2.2059 2.58918 4.66643
1 1.43276 2.2676 4.12063
1 0.644002 2.3291 3.51706
1 0.158198 1.4605 3.39773
1 -0.0592387 1.25273 2.44526
1 0.845079 1.59016 2.73068
1 0.876948 0.699144 2.29486
1 0.774082 0.687567 1.29548
1 0.896453 -0.223808 1.69457
1 1.77578 0.184843 1.42175
1 2.10798 -0.044129 2.33589
1 3.05412 0.219708 2.22366
1 3.87151 0.683717 1.89228
1 3.38972 1.55485 1.85079
1 2.8523 1.54793 1.01119
1 3.32607 0.772994 0.583696
1 2.75641 0.0697315 1.01166
1 2.32142 0.965677 1.14082
1 1.32334 0.948101 1.12155
1 1.88128 0.816833 1.9345
1 1.20318 0.17349 2.29675
1 0.931145 -0.679855 1.85827
1 0.775051 -1.47195 2.44514
1 1.00168 -2.43609 2.59265
1 1.16326 -1.84409 1.79761
1 1.90664 -1.64926 1.16096
1 1.29936 -1.14097 0.556648
1 0.594361 -0.749645 -0.0325527
