50
Atoms. Timestep: 48700000
1 -0.00134258 0.0585177 -0.045894
1 -0.451333 0.833704 0.408608
1 -1.38872 0.516622 0.553637
1 -2.23737 0.90422 0.199327
1 -2.23425 -0.069578 0.412407
1 -2.50619 -0.775394 1.06171
1 -2.39947 -1.48312 1.76023
1 -3.21331 -1.4138 1.17829
1 -3.29654 -0.449079 1.44038
1 -3.7365 -0.0600722 0.631301
1 -3.37967 -0.895906 0.209576
1 -4.33649 -1.07318 0.457254
1 -3.82848 -1.86729 0.790421
1 -3.11361 -2.56817 0.829249
1 -3.12972 -3.35079 0.209387
1 -2.62378 -3.53241 1.04667
1 -1.74995 -3.61252 1.52931
1 -0.836792 -3.32307 1.81621
1 -0.126344 -2.63186 1.64806
1 0.297366 -1.80451 1.99852
1 1.18689 -1.65827 2.44035
1 1.01183 -0.722128 2.73876
1 1.93782 -0.453831 3.01045
1 1.56514 0.393531 2.6194
1 0.73012 0.907537 2.44849
1 0.392731 -0.0332237 2.52507
1 0.362397 -0.0944137 1.52222
1 -0.620142 -0.0750361 1.35244
1 -1.50966 -0.105157 0.894074
1 -1.60805 -0.0494522 -0.0981832
1 -2.22682 -0.798517 0.147702
1 -1.40867 -1.18957 -0.269371
1 -1.27537 -1.94453 -0.921694
1 -1.1296 -1.26665 -1.64651
1 -0.228031 -0.86166 -1.79076
1 0.322432 -0.0317814 -1.87307
1 0.629426 -0.33322 -2.77487
1 0.725969 0.641643 -2.57245
1 0.103055 1.30221 -2.14814
1 -0.12127 1.09369 -1.19816
1 0.58285 1.57612 -0.676229
1 1.46751 1.60122 -0.203003
1 2.27211 2.02867 0.185028
1 3.08977 1.45237 0.263342
1 4.05403 1.22813 0.382022
1 3.60765 0.45194 0.829679
1 2.88285 -0.138077 0.476626
1 2.38186 0.52059 -0.094654
1 1.52432 0.695922 -0.569712
1 0.94908 -0.0845613 -0.344027
