50
Atoms. Timestep: 59400000
1 0.0235083 0.0477435 0.00131201
1 0.504834 0.273759 -0.844026
1 0.581546 1.17201 -1.27479
1 1.44433 0.826639 -1.63791
1 1.15506 0.762531 -2.58692
1 1.34195 1.17965 -3.48124
1 0.455106 1.36474 -3.05255
1 0.771021 0.45862 -3.34795
1 1.19182 -0.147545 -2.67194
1 2.16167 0.0552066 -2.78531
1 2.31913 0.00672404 -3.7706
1 2.0873 -0.405526 -4.65583
1 1.24079 0.124808 -4.70218
1 0.779263 0.980682 -4.44388
1 -0.160395 0.679709 -4.62837
1 -0.866736 -0.0130719 -4.46383
1 -1.38988 -0.826164 -4.26179
1 -1.82568 -1.53344 -3.70131
1 -0.924193 -1.82603 -4.00753
1 -1.24278 -2.77112 -4.11992
1 -1.07921 -3.46714 -3.43323
1 -1.26771 -2.53439 -3.12441
1 -2.19277 -2.93077 -3.09303
1 -2.00422 -3.85905 -3.42039
1 -1.70806 -3.47082 -4.29053
1 -2.0506 -3.06006 -5.13892
1 -2.21887 -3.43172 -6.05585
1 -2.5122 -4.11371 -6.73294
1 -3.43256 -4.48257 -6.6253
1 -3.09097 -5.18589 -6.00586
1 -2.26552 -5.0724 -5.46277
1 -2.7017 -5.96233 -5.34804
1 -1.90773 -6.36044 -4.87398
1 -0.947164 -6.52363 -4.62277
1 -0.0628262 -6.65529 -4.17878
1 0.520172 -6.35539 -3.42279
1 0.794234 -5.58925 -3.99719
1 -0.0259354 -5.25507 -4.47365
1 -0.445284 -4.6035 -3.83236
1 0.0889741 -5.16804 -3.20516
1 1.02377 -5.10444 -2.84249
1 1.05053 -4.89952 -1.86639
1 1.27229 -4.41663 -1.02223
1 1.08011 -3.44769 -0.911399
1 1.72803 -3.79773 -0.229203
1 1.69237 -2.80401 -0.325148
1 1.63436 -1.86446 -0.668432
1 1.41613 -1.41156 -1.55414
1 0.537709 -1.39453 -1.09766
1 0.0628607 -0.575501 -0.788414
