50
Atoms. Timestep: 92500000
1 0.0106812 -0.00101969 -0.0197376
1 -0.637102 -0.749193 -0.134878
1 -1.45305 -0.611815 0.429218
1 -0.807239 -0.13622 1.03176
1 0.0437568 -0.639651 1.12981
1 0.168521 -0.233523 2.03769
1 -0.561017 -0.474579 2.68283
1 0.323217 -0.109707 2.98831
1 0.541058 0.860621 3.0632
1 0.885684 1.78617 3.18802
1 0.073108 1.61252 3.74584
1 0.911837 1.92569 4.19883
1 0.415094 2.18879 5.03213
1 -0.101719 1.57416 5.62502
1 0.10891 0.6614 5.97993
1 0.878776 0.220762 6.4493
1 0.0991955 0.0488056 7.05595
1 -0.441678 0.902432 7.0347
1 -0.765569 1.61929 7.64407
1 0.127771 2.06655 7.53277
1 -0.308901 2.89544 7.18371
1 -0.516652 3.69392 7.74327
1 -0.780613 4.64592 7.88438
1 -1.53058 4.11869 7.47199
1 -1.96513 3.46645 6.85567
1 -1.97383 3.1719 5.90157
1 -2.05796 2.30931 5.39362
1 -2.31416 3.08349 4.80484
1 -1.40803 2.78622 4.51013
1 -0.469416 2.97775 4.78333
1 -0.730456 3.76392 4.23436
1 -0.949399 3.19735 3.43106
1 -1.90802 3.42933 3.58834
1 -2.89669 3.47379 3.73972
1 -3.60721 3.55157 3.03444
1 -3.0791 2.86923 2.52502
1 -3.30558 3.44195 1.74677
1 -2.42035 3.7627 2.0844
1 -2.02805 2.85202 1.95869
1 -2.11072 1.86011 1.93786
1 -1.57361 2.15044 1.15292
1 -1.25776 1.24397 0.881337
1 -2.12833 1.38897 0.401726
1 -2.0668 0.4254 0.160353
1 -2.15653 0.952195 -0.68144
1 -1.50122 1.65613 -0.401244
1 -0.696572 1.14181 -0.0996907
1 0.104193 1.70525 -0.307525
1 0.481857 0.78426 -0.181552
1 -0.281158 0.574132 -0.789469
