50
Atoms. Timestep: 54100000
1 0.00697611 0.0117383 -0.0329804
1 0.184498 -0.595022 0.748732
1 0.000904218 -0.968376 -0.167397
1 0.043954 -1.59095 -0.945746
1 0.275421 -2.3189 -0.302364
1 0.451095 -1.5467 0.294341
1 0.035823 -1.29195 1.17158
1 0.355598 -2.18412 1.47185
1 -0.186917 -3.03273 1.4451
1 -0.156735 -3.70062 0.706158
1 0.470877 -4.41185 1.02547
1 0.947575 -4.78384 0.233036
1 1.415 -5.28006 -0.49457
1 1.78028 -5.07588 0.415902
1 2.22021 -5.97532 0.312276
1 2.48727 -6.84545 -0.120288
1 1.7213 -7.01258 0.505384
1 1.09146 -6.50824 -0.0808938
1 1.43882 -7.30035 -0.598391
1 1.2352 -6.58392 -1.27136
1 0.768987 -5.88424 -1.81728
1 0.0686451 -5.47642 -2.4018
1 0.0215851 -4.4792 -2.52974
1 -0.309166 -3.58086 -2.24607
1 -1.28517 -3.47361 -2.06692
1 -2.1055 -3.13289 -2.51729
1 -1.79638 -4.08196 -2.60622
1 -2.33881 -4.21961 -3.44395
1 -3.11376 -3.95306 -2.86796
1 -3.5676 -4.32262 -2.05535
1 -4.53952 -4.56585 -1.99243
1 -4.88475 -4.11928 -1.16214
1 -5.81487 -4.11556 -1.54412
1 -6.08668 -3.35448 -0.944262
1 -5.24605 -2.81974 -0.992403
1 -5.60286 -1.89085 -0.882196
1 -4.74311 -1.36769 -0.906972
1 -4.27383 -1.59042 -1.76512
1 -3.89553 -1.47968 -0.847619
1 -3.57278 -0.5555 -1.07158
1 -3.3808 -0.84769 -2.01098
1 -2.64528 -0.553092 -2.61501
1 -1.91914 -0.622435 -3.29828
1 -1.04132 -1.03084 -3.0403
1 -0.925857 -0.934234 -4.02942
1 -0.327572 -0.505916 -3.35703
1 0.277191 -0.0224376 -2.71851
1 0.276663 0.291724 -1.76647
1 -0.58222 -0.020672 -1.37086
1 -0.232706 0.675412 -0.739845
