50
Atoms. Timestep: 98400000
1 0.0395459 -0.0106207 -0.0451988
1 -0.639649 0.702585 -0.225499
1 -1.55277 1.08499 -0.356026
1 -1.6391 1.58206 -1.22102
1 -1.29887 2.46595 -0.895359
1 -2.28656 2.63034 -0.816604
1 -2.42129 2.18878 0.0643229
1 -1.74692 2.923 0.201658
1 -2.6544 3.12475 0.568825
1 -2.3695 3.95153 0.0698456
1 -2.80006 4.33347 -0.743041
1 -3.69045 3.86296 -0.803873
1 -3.83902 4.23208 -1.71576
1 -3.55361 4.94578 -2.34931
1 -3.37363 4.43673 -3.1937
1 -4.03925 5.17613 -3.05643
1 -4.07592 6.16546 -2.88715
1 -4.75115 5.82055 -2.22596
1 -4.02345 6.50601 -2.09233
1 -4.00049 6.84634 -1.15084
1 -3.12859 6.36849 -1.09316
1 -2.207 6.70909 -0.905317
1 -1.87279 7.64909 -0.981126
1 -1.49172 7.99349 -0.114196
1 -0.790408 7.42448 -0.550441
1 -0.260851 7.93513 -1.22826
1 -0.372056 8.19918 -0.267406
1 0.19787 8.07585 0.541051
1 0.842587 8.41629 1.22288
1 0.56085 7.68586 1.84018
1 -0.00334999 7.21362 2.52598
1 0.65334 6.54478 2.17673
1 1.51896 6.03893 2.19488
1 2.3598 6.16792 2.72765
1 1.93737 5.48714 3.32867
1 2.35367 4.6872 2.90572
1 2.68573 3.74279 2.99289
1 2.00824 3.40842 2.33892
1 1.61176 3.44392 3.25983
1 1.10266 3.19466 4.08919
1 1.16286 2.42986 4.72595
1 0.394451 2.00268 4.23582
1 0.480093 1.34772 3.49824
1 -0.118331 1.14728 2.71591
1 -0.170846 1.86139 2.02637
1 -0.681167 1.24662 1.42467
1 -0.243781 0.629848 2.08141
1 -1.03841 0.446179 1.50446
1 -1.31652 -0.499207 1.33443
1 -0.585734 -0.308919 0.67802
