50
Atoms. Timestep: 19300000
1 0.00693008 -0.0204337 0.0295776
1 -0.708971 0.586855 0.385562
1 -0.753938 -0.344071 0.754746
1 -1.09926 -1.27576 0.70877
1 -1.39958 -1.03986 1.62565
1 -2.06159 -1.21619 2.35587
1 -2.9601 -1.35379 2.77679
1 -3.72261 -1.26999 3.41952
1 -3.46103 -1.1841 4.3795
1 -3.83489 -0.317788 4.04535
1 -3.49545 -0.0900558 3.1354
1 -3.46087 0.445671 2.28965
1 -3.88412 -0.43563 2.13425
1 -4.18671 -0.0380563 1.26988
1 -4.78161 -0.835405 1.24031
1 -5.09032 -1.47718 0.541799
1 -4.11128 -1.24735 0.627532
1 -3.12753 -1.41886 0.652724
1 -3.14073 -1.64959 -0.322252
1 -3.67008 -2.46857 -0.530484
1 -2.69924 -2.66823 -0.393878
1 -1.98175 -2.79202 0.288706
1 -2.85991 -2.49271 0.656685
1 -1.99576 -2.02982 0.472966
1 -2.27388 -1.07601 0.469971
1 -2.01779 -0.80489 1.39274
1 -1.47938 -1.38871 2.00867
1 -0.997006 -0.755317 2.6089
1 -1.10412 -0.411771 1.67152
1 -1.02258 0.357778 1.03888
1 -0.0458815 0.445919 1.21421
1 0.397117 -0.0118959 0.449006
1 1.35204 -0.249092 0.248223
1 0.778957 -1.03448 0.477757
1 0.795913 -1.24911 1.45584
1 0.780828 -2.24028 1.60987
1 1.32602 -3.05616 1.76238
1 1.12426 -3.32534 0.821798
1 1.9443 -2.75838 0.733847
1 2.17445 -3.54092 1.31103
1 2.64327 -3.17418 0.508337
1 2.56006 -2.94874 -0.468638
1 1.84069 -2.39299 -0.896533
1 1.22854 -1.63267 -1.11334
1 0.260672 -1.43788 -1.31748
1 -0.138423 -2.33631 -1.11508
1 0.779123 -2.73215 -1.16713
1 0.606931 -2.11312 -0.410292
1 0.941232 -1.16862 -0.397259
1 0.975541 -0.22571 -0.0671093
