50
Atoms. Timestep: 49300000
1 0.0357853 -0.0529073 -0.0238322
1 -0.484316 -0.866719 0.228993
1 0.224248 -1.47482 -0.122157
1 -0.667521 -1.92193 -0.1687
1 -0.579172 -2.21837 0.784817
1 -1.34302 -1.70537 1.15735
1 -2.01986 -1.33556 1.78992
1 -1.5974 -0.431912 1.80084
1 -1.94144 -0.952904 2.58242
1 -2.17751 -0.687203 3.51122
1 -2.98312 -0.382786 4.01828
1 -3.20613 0.555665 4.29033
1 -3.2892 1.49706 3.94286
1 -3.19718 2.14365 3.18744
1 -3.35113 3.10069 2.9596
1 -2.71992 3.86084 2.8071
1 -1.95964 3.2168 2.74407
1 -1.58717 3.92473 3.34254
1 -2.20329 4.57274 2.88537
1 -2.94073 4.96685 3.43388
1 -2.2364 5.62765 3.70893
1 -2.24399 6.45201 3.12503
1 -2.09194 6.82199 2.20319
1 -2.4115 7.75626 2.0233
1 -1.96369 7.81506 1.13194
1 -1.97253 6.82753 0.94072
1 -1.48744 7.29792 1.6698
1 -1.15629 6.35901 1.74254
1 -0.517868 5.87723 2.32984
1 -0.533944 4.90388 2.56266
1 0.0562251 4.88231 3.37274
1 0.358333 4.45987 2.51641
1 0.0559459 3.69985 1.94824
1 0.417364 4.04117 1.07958
1 1.26475 4.53405 1.26468
1 1.26432 3.67136 0.750001
1 1.32233 4.20157 -0.0939097
1 0.457177 4.68212 0.00305775
1 -0.466288 4.98271 0.230159
1 -0.164765 5.11096 -0.718703
1 0.150611 4.16601 -0.636771
1 -0.511003 3.53573 -0.235413
1 -0.857938 3.82287 0.64981
1 -0.501585 3.34353 1.45999
1 0.148561 2.70487 1.85356
1 -0.211349 1.78237 1.74295
1 -0.6863 1.35537 2.51878
1 -0.208886 0.490642 2.34727
1 0.00938965 0.308097 1.38433
1 0.415687 0.681584 0.543373
