50
Atoms. Timestep: 32500000
1 -0.0488422 -0.0262956 -0.0447446
1 -0.963476 -0.367888 0.165273
1 -1.1526 -1.33899 0.0100969
1 -1.8951 -1.83606 -0.432778
1 -2.21876 -1.01369 0.0163752
1 -2.32841 -0.0369037 -0.153169
1 -2.47893 -0.815713 -0.752008
1 -2.92103 -1.67809 -0.964584
1 -3.20765 -2.20937 -1.76403
1 -2.95655 -1.58736 -2.50135
1 -3.86768 -1.99252 -2.4466
1 -4.40027 -2.31056 -1.66797
1 -4.55298 -3.29576 -1.65927
1 -3.82176 -3.70656 -2.21582
1 -2.90017 -3.98225 -1.93576
1 -2.28974 -3.25852 -2.26577
1 -2.13324 -3.03804 -3.22889
1 -2.15424 -3.74329 -3.93274
1 -2.87341 -4.07433 -4.54573
1 -3.41767 -3.83873 -3.73703
1 -4.28195 -3.76058 -3.23291
1 -4.60904 -3.10839 -3.91805
1 -5.27117 -2.6981 -3.28828
1 -4.69295 -2.04005 -2.80492
1 -4.65357 -1.96065 -3.80314
1 -4.36121 -1.03968 -4.06297
1 -3.4619 -1.45093 -3.92361
1 -3.08101 -2.1334 -4.54035
1 -2.26476 -1.63122 -4.82457
1 -1.8527 -1.10489 -5.57034
1 -2.66864 -0.760466 -6.04331
1 -2.4627 -0.29827 -5.18266
1 -1.73161 0.0738129 -5.75436
1 -1.79332 1.05111 -5.98616
1 -1.79988 1.85332 -6.58496
1 -1.0889 2.5271 -6.36697
1 -1.44746 3.19755 -5.72539
1 -1.5344 2.85637 -4.78753
1 -2.38578 2.74797 -4.26611
1 -3.21121 2.60617 -3.72081
1 -3.0786 1.62038 -3.84138
1 -3.95051 1.57907 -4.32452
1 -3.1766 1.02484 -4.62712
1 -2.54235 0.292587 -4.37053
1 -2.73797 -0.297497 -3.59485
1 -1.93474 0.183872 -3.25158
1 -1.15169 0.69729 -2.91403
1 -0.823526 0.0327466 -2.23584
1 -0.720069 0.754219 -1.53969
1 -0.767192 0.355218 -0.620389
