50
Atoms. Timestep: 61600000
1 0.0343441 0.0135919 -0.0236393
1 -0.0571075 0.897752 -0.470505
1 -0.724439 0.99981 0.269588
1 -0.956483 1.94382 0.0265513
1 -0.430481 2.78692 -0.0195125
1 0.255937 2.3756 -0.618218
1 -0.0134626 1.8191 -1.40945
1 0.132749 1.5989 -2.37792
1 0.676134 1.93737 -3.13903
1 0.278286 1.35624 -3.85247
1 -0.270278 1.41685 -4.68091
1 -1.08126 1.92264 -4.42929
1 -1.28899 1.45079 -3.57302
1 -0.465541 1.98081 -3.75741
1 -0.716649 2.82233 -4.2364
1 -1.65211 2.45651 -4.28356
1 -1.6005 3.364 -4.69467
1 -2.46108 2.86192 -4.70989
1 -2.98206 3.52667 -4.16702
1 -3.82982 2.99179 -4.14986
1 -4.10065 2.24293 -3.54868
1 -3.17057 2.54426 -3.78153
1 -3.00731 2.23281 -2.84269
1 -2.60239 3.05373 -2.43912
1 -2.48962 2.20187 -1.91974
1 -2.75909 1.45343 -2.51873
1 -2.40357 0.522286 -2.40051
1 -1.84523 -0.0327384 -1.78762
1 -2.38041 -0.453885 -1.05698
1 -2.34456 -0.0822847 -0.127246
1 -1.66244 0.642702 -0.0446675
1 -1.35808 0.00060191 -0.741262
1 -0.364253 0.0693276 -0.738371
1 0.383965 -0.429176 -0.313834
1 1.1085 -1.09745 -0.161633
1 1.44907 -1.51381 0.681319
1 2.06887 -0.862845 1.11437
1 1.85957 0.0970665 0.915905
1 2.81396 0.0602632 0.596035
1 3.34624 -0.780319 0.745684
1 4.03724 -0.0690595 0.587716
1 3.5671 0.697175 0.141173
1 3.40123 1.13196 1.0211
1 3.52715 1.63621 1.86793
1 2.94023 1.92341 1.1128
1 2.13582 1.65223 0.591057
1 2.43705 0.758385 0.259457
1 2.22479 0.896979 -0.70899
1 1.31651 0.527622 -0.869556
1 0.420801 0.0788572 -0.953906
