50
Atoms. Timestep: 95800000
1 -0.0394761 0.00256027 0.0529311
1 -0.763222 -0.53654 0.481802
1 -0.389846 -0.352434 1.39048
1 0.499435 0.0204552 1.13891
1 1.18024 0.759411 1.17269
1 1.7637 1.40366 1.66039
1 1.18839 2.03751 1.13708
1 1.86359 2.22359 1.84592
1 1.12718 2.8824 1.6821
1 1.27846 3.2383 0.759349
1 1.32543 2.41374 0.187223
1 0.472674 2.81233 0.533046
1 -0.338831 3.35676 0.308664
1 -0.636832 4.19735 0.74714
1 -0.566472 5.19326 0.80818
1 -1.09351 6.01126 0.585771
1 -0.193235 6.0119 1.02577
1 -0.980957 6.5659 1.28748
1 -1.46985 6.26028 2.10375
1 -1.75115 6.03367 3.03641
1 -1.42869 5.09372 2.92038
1 -0.516914 4.77804 3.19691
1 -1.07153 5.07965 3.97421
1 -1.94741 4.75063 3.63042
1 -2.8588 4.83582 4.0292
1 -2.85888 3.84071 3.91865
1 -3.49405 3.86398 3.15191
1 -3.03695 3.47203 2.34918
1 -2.72445 2.53173 2.18731
1 -3.30312 1.78013 1.8522
1 -3.37619 1.56216 0.870355
1 -3.44309 2.4999 1.19669
1 -2.89346 2.95284 0.488938
1 -3.70874 3.46167 0.220312
1 -4.54107 3.30942 0.767938
1 -4.48765 2.3656 0.452596
1 -4.60066 3.15756 -0.136188
1 -4.72202 2.71684 -1.0187
1 -4.05366 3.17612 -1.60485
1 -3.32672 3.56339 -1.02466
1 -3.00632 2.81721 -1.60828
1 -3.07287 2.60507 -0.637233
1 -2.2118 2.58859 -0.124706
1 -2.35088 1.71473 -0.575018
1 -2.36108 1.03212 0.152991
1 -1.64731 1.30636 -0.487058
1 -0.997508 2.02481 -0.715547
1 -0.679561 1.08976 -0.847748
1 0.160882 1.40695 -1.28634
1 0.0368077 0.557784 -0.772511
