50
Atoms. Timestep: 37900000
1 0.00253152 -0.0381722 -0.024962
1 0.889415 -0.218426 -0.459383
1 0.860037 -1.14728 -0.814324
1 1.26907 -2.05137 -0.911814
1 1.05906 -2.63184 -0.123634
1 1.69805 -3.39171 -0.239829
1 1.5676 -4.36244 -0.0181503
1 0.754954 -4.93772 0.0259327
1 0.4471 -5.05702 -0.915017
1 0.957047 -4.85836 -1.75158
1 0.36624 -5.2667 -2.44944
1 -0.489187 -5.05821 -2.92075
1 -0.924225 -4.16638 -2.8168
1 -0.655627 -3.50781 -3.52363
1 -0.0969569 -3.55722 -4.35282
1 -0.0107516 -2.65193 -3.939
1 0.532006 -2.10055 -3.29777
1 1.02048 -2.76462 -2.72882
1 1.52541 -3.01535 -1.90475
1 1.94183 -3.77105 -1.39153
1 2.41332 -3.65367 -2.26728
1 2.86375 -4.53402 -2.20492
1 2.22569 -5.26542 -2.42833
1 2.82427 -6.06513 -2.51043
1 3.62609 -6.25029 -1.93762
1 4.37295 -6.22661 -1.27072
1 3.74602 -5.61619 -0.784805
1 2.98705 -5.30967 -1.35099
1 2.19615 -5.58381 -0.802207
1 1.86257 -5.95249 0.0752799
1 2.41253 -5.11651 0.170516
1 1.88033 -5.04155 1.00824
1 2.18014 -5.47013 1.86291
1 1.39151 -5.50589 2.47116
1 0.756657 -5.12973 3.14773
1 0.555434 -4.68965 4.02593
1 0.809158 -3.85948 3.52761
1 0.0442995 -4.29564 3.06878
1 -0.49941 -4.17699 3.90162
1 -0.950676 -4.25274 3.01434
1 -0.933771 -3.3148 2.66446
1 -1.66317 -2.72261 2.2963
1 -1.51002 -1.76518 2.04333
1 -1.37532 -0.781982 2.05943
1 -1.24785 -1.48064 2.75907
1 -1.47188 -0.514293 2.89872
1 -0.4931 -0.534253 2.69345
1 -0.041559 -0.0228487 1.96173
1 -0.901893 -0.157006 1.47185
1 -0.055581 0.0476658 0.975396
