50
Atoms. Timestep: 79900000
1 0.0811566 0.00987526 0.0144976
1 0.22621 0.921818 -0.358376
1 -0.0889226 1.87711 -0.392384
1 -0.631199 2.59997 0.0284637
1 -0.866463 1.67011 -0.246457
1 -1.16554 1.14412 -1.03816
1 -1.5035 0.937999 -1.96129
1 -2.32879 1.37627 -2.32987
1 -2.42633 0.66043 -3.02676
1 -1.81136 0.426673 -3.78678
1 -1.48044 1.35076 -3.57334
1 -0.775825 1.73579 -2.96806
1 -0.646108 1.99661 -2.01484
1 -0.0482791 1.19333 -1.98646
1 0.55438 1.11414 -2.77881
1 1.02317 2.00332 -2.77603
1 1.05616 1.59737 -3.69199
1 0.155058 1.16449 -3.63122
1 0.311683 0.262915 -4.02454
1 1.2364 0.626773 -4.03577
1 1.71227 -0.0132763 -4.64012
1 2.23858 0.472964 -5.335
1 1.90968 -0.42686 -5.64239
1 1.09304 -0.098835 -5.1544
1 1.20099 -0.966873 -5.62286
1 0.239005 -1.21429 -5.73831
1 -0.0956516 -0.741284 -4.92576
1 -1.09271 -0.606858 -5.02885
1 -0.888441 -1.02668 -4.15178
1 -0.490419 -1.76911 -3.6143
1 -1.37677 -1.30082 -3.544
1 -1.12644 -1.85017 -2.74934
1 -1.17339 -2.7275 -3.22165
1 -1.69848 -2.93911 -2.39802
1 -1.35915 -3.38892 -1.5719
1 -1.26648 -2.88359 -0.704586
1 -1.06145 -2.05471 -1.2133
1 -1.38674 -1.24408 -0.721096
1 -0.625463 -0.614751 -0.546739
1 -0.827099 -0.011917 -1.312
1 -1.70175 -0.441694 -1.51201
1 -1.80983 0.142866 -2.31864
1 -1.35896 0.558962 -3.10808
1 -1.24506 -0.415126 -3.32062
1 -0.991623 -1.3779 -3.41238
1 -0.795483 -1.86315 -2.56193
1 0.0575451 -1.87437 -2.0382
1 0.0835688 -1.58718 -1.07431
1 0.103733 -1.10001 -0.207477
1 -0.56681 -0.456423 -0.579579
