50
Atoms. Timestep: 75300000
1 0.0227421 0.0149583 0.022914
1 0.346828 -0.937121 0.0530785
1 -0.357487 -1.05195 -0.641409
1 -1.32356 -0.907312 -0.872726
1 -2.11673 -1.47377 -0.649325
1 -2.64156 -1.18377 -1.4482
1 -3.14394 -1.98196 -1.1268
1 -4.13016 -2.1343 -1.02355
1 -3.88448 -3.07529 -0.783442
1 -3.4496 -2.99456 0.105195
1 -3.50433 -2.46602 0.948491
1 -2.71961 -1.84252 0.893895
1 -3.08597 -0.906601 0.972726
1 -3.28252 0.057098 0.797662
1 -3.22075 -0.146715 -0.176493
1 -3.34381 0.29751 -1.06215
1 -4.29949 0.473605 -0.814842
1 -4.60174 -0.26657 -0.196809
1 -5.29587 -0.255045 -0.914516
1 -5.31315 -0.786712 -1.7647
1 -4.45745 -1.16059 -1.40014
1 -4.05076 -1.95303 -0.933635
1 -3.98208 -1.63757 0.0188786
1 -3.47214 -1.45031 0.867471
1 -2.96561 -2.2423 0.499811
1 -3.02302 -3.23148 0.322102
1 -2.24159 -2.59959 0.295353
1 -1.58018 -2.33421 -0.402779
1 -1.55495 -1.441 -0.858613
1 -1.29758 -0.517725 -0.580357
1 -0.296527 -0.593996 -0.542987
1 0.112451 -1.08824 -1.30907
1 0.227544 -1.981 -1.75488
1 0.663897 -2.31763 -2.58912
1 0.949435 -1.42463 -2.95348
1 1.39212 -2.26787 -3.26088
1 1.75316 -2.52992 -2.36205
1 1.286 -2.58564 -1.48043
1 0.540348 -2.78125 -0.845787
1 -0.0327855 -3.57676 -0.638738
1 0.808902 -3.87797 -0.1943
1 0.84901 -3.00346 0.290833
1 0.424223 -2.34992 0.919859
1 0.638691 -1.43393 1.25544
1 -0.247879 -0.98456 1.17074
1 -1.11545 -0.699267 1.57349
1 -0.711573 -1.61182 1.58632
1 -0.809393 -1.534 0.592121
1 -1.39457 -0.738296 0.750235
1 -0.969686 -0.120598 0.0914061
