50
Atoms. Timestep: 75700000
1 0.0274918 0.00942 -0.0687091
1 0.31444 0.358842 0.830658
1 0.803244 -0.0590349 1.59661
1 0.588455 0.803357 2.05826
1 0.125363 1.32998 1.34919
1 0.945675 1.67087 1.81961
1 1.80421 1.31788 1.45705
1 2.0332 0.558322 2.06518
1 2.56893 0.536382 1.22804
1 3.3667 0.0462595 1.57547
1 3.34214 0.990298 1.9036
1 3.98095 1.75435 1.87836
1 4.73892 2.19607 2.36483
1 5.1397 1.28035 2.38207
1 4.82335 0.876706 1.52421
1 4.305 0.228652 0.955764
1 4.48238 -0.723567 0.705734
1 3.70278 -1.11804 0.223203
1 3.31905 -1.78588 -0.416696
1 2.80477 -2.60267 -0.67394
1 3.32814 -3.42177 -0.422193
1 4.08396 -3.46573 -1.06444
1 3.79331 -4.41019 -1.18543
1 3.43842 -4.66475 -0.283085
1 3.06687 -5.57912 -0.404965
1 2.14085 -5.2969 -0.121201
1 1.76925 -6.1949 -0.33309
1 0.931327 -6.03696 -0.850064
1 0.751982 -6.85978 -1.38289
1 -0.163585 -6.76129 -1.77485
1 0.68681 -7.03599 -2.20824
1 1.32153 -7.80236 -2.0541
1 1.87504 -7.38886 -1.33302
1 1.61952 -6.54563 -1.81569
1 1.64433 -5.56425 -1.64205
1 0.861063 -4.9706 -1.78959
1 1.44113 -5.03043 -0.978242
1 0.828044 -4.24712 -1.05476
1 1.80821 -4.03864 -1.06247
1 1.13609 -3.30923 -1.16738
1 1.98489 -3.02108 -1.60896
1 2.75386 -3.51724 -1.19855
1 2.62217 -2.56505 -0.919648
1 2.85307 -1.62904 -1.19042
1 2.2891 -1.56205 -0.37321
1 3.12232 -1.88319 0.0656762
1 2.90006 -0.905159 0.020894
1 2.51525 0.0034158 -0.128744
1 1.73174 -0.605806 -0.236508
1 1.02134 0.0583714 -0.00802634
