50
Atoms. Timestep: 11600000
1 0.0196696 -0.0175259 0.0060805
1 -0.892049 0.398289 -0.00705392
1 -0.548533 0.410819 0.931033
1 -0.745964 0.12735 1.87062
1 -1.68048 0.309961 2.16357
1 -0.886499 0.507586 2.72129
1 -1.03134 1.27716 2.0907
1 -0.53203 1.3018 2.95165
1 -0.214812 1.2547 3.89839
1 -0.597695 0.361956 3.65237
1 -1.326 1.0422 3.69914
1 -1.89412 1.79223 3.36825
1 -1.60066 2.745 3.22701
1 -1.12497 2.00012 2.77311
1 -0.265763 2.23026 3.2241
1 0.110805 3.06873 2.79866
1 0.784493 3.10813 2.06022
1 1.037 3.15676 1.09088
1 1.36223 2.33032 0.640558
1 1.73033 1.40526 0.61556
1 1.15773 1.4088 -0.203226
1 0.906479 0.584922 -0.706743
1 0.390949 0.259904 0.0900804
1 0.455722 -0.075932 1.03015
1 0.683074 -0.60372 0.209528
1 -0.00896475 -1.10831 0.736823
1 -0.556926 -0.932799 -0.0894938
1 -0.848067 -0.0266458 -0.410216
1 -1.55229 0.624315 -0.111099
1 -2.21613 0.0258666 -0.557573
1 -2.70622 0.200937 -1.41244
1 -1.78755 0.180711 -1.80632
1 -1.50718 0.762426 -2.57438
1 -0.937454 0.653363 -3.39667
1 -0.154367 1.24871 -3.54178
1 -0.836519 1.71958 -2.97489
1 -0.153558 1.09267 -2.61663
1 0.254031 0.191037 -2.48411
1 0.327241 -0.551427 -1.81234
1 -0.312806 -1.30559 -1.70579
1 -0.753714 -1.60272 -2.55382
1 -1.58035 -2.11348 -2.30142
1 -1.05438 -1.71733 -1.55635
1 -0.627317 -2.61926 -1.51116
1 -0.418448 -2.25459 -0.598545
1 -1.27484 -1.85598 -0.272565
1 -1.27552 -0.974152 -0.736244
1 -0.439721 -0.669718 -1.20184
1 0.489355 -1.00855 -1.0939
1 0.247257 -0.986659 -0.125127
