#1.098541141987558444e-02 1.520766616099551586e-03
#1.264855216855295846e-02 1.725450506159785210e-03
#1.456348477501243598e-02 1.754947565444021224e-03
#1.676832936811008257e-02 1.608683680414208774e-03
#1.930697728883249559e-02 1.771432440583952002e-03
#2.222996482526194348e-02 1.825993145892691521e-03
#2.559547922699535738e-02 1.469961164968426170e-03
#2.947051702551809621e-02 1.941689953339214994e-03
#3.393221771895327948e-02 1.553395093557787985e-03
#3.906939937054616785e-02 1.779715348733763294e-03
#4.498432668969446629e-02 1.891047757003291299e-03
5.179474679231210049e-02 2.056865566429227042e-03
5.963623316594642704e-02 1.792355623355874547e-03
6.866488450043001235e-02 1.898617341313882552e-03
7.906043210907696961e-02 2.444928573828894849e-03
9.102981779915217397e-02 2.707846461208798447e-03
1.048113134154685239e-01 2.533492412399370765e-03
1.206792640639328951e-01 3.432599075966099450e-03
1.389495494373137463e-01 3.245240034229574834e-03
1.599858719606057356e-01 4.128030150568237980e-03
1.842069969326716461e-01 4.786112098828517770e-03
2.120950887920190486e-01 5.264826768356149767e-03
2.442053094548649883e-01 6.189669204648361699e-03
2.811768697974230680e-01 7.098762815961664335e-03
3.237457542817643308e-01 7.998882005990791758e-03
3.727593720314937853e-01 8.867754349634656558e-03
4.291934260128778544e-01 1.010611402961643021e-02
4.941713361323833431e-01 1.151861697343923088e-02
5.689866029018293414e-01 1.321624747541575405e-02
6.551285568595509590e-01 1.478775936394050028e-02
7.543120063354614713e-01 1.667125582048753843e-02
8.685113737513520116e-01 1.928033216771695910e-02
1.000000000000000000e+00 2.153569496441138861e-02
