6.866488450043001235e-02 5.224513428445313821e+02
7.906043210907696961e-02 3.471420145627703278e+02
9.102981779915217397e-02 2.983308931921150133e+02
1.048113134154685239e-01 5.093354922907535638e+02
1.206792640639328951e-01 2.110040284461337308e+02
1.389495494373137463e-01 1.819538516587518586e+02
1.599858719606057356e-01 1.492968349216503441e+02
1.842069969326716461e-01 1.215134718319196736e+02
2.120950887920190486e-01 9.846662093048080067e+01
2.442053094548649883e-01 7.929299242814718696e+01
2.811768697974230680e-01 6.460901451760605596e+01
3.237457542817643308e-01 5.410775869694739981e+01
3.727593720314937853e-01 4.395880343700892467e+01
4.291934260128778544e-01 3.639964971100007318e+01
4.941713361323833431e-01 3.073368504900804865e+01
5.689866029018293414e-01 2.600145001451664584e+01
6.551285568595509590e-01 2.240785386361922349e+01
7.543120063354614713e-01 1.874452682731875797e+01
8.685113737513520116e-01 1.638452509011899139e+01
1.000000000000000000e+00 1.375394422758821023e+01
