# t = 0
        0	        0	        0	
 0.866025	      0.5	        0	
  1.86603	      0.5	        0	
  2.86603	      0.5	        0	
  3.86603	      0.5	        0	
  4.86603	      0.5	        0	
  5.86603	      0.5	        0	
  6.86603	      0.5	        0	
  7.86603	      0.5	        0	
  8.86603	      0.5	        0	
  9.86603	      0.5	        0	
   10.866	      0.5	        0	
   11.866	      0.5	        0	
   12.866	      0.5	        0	
   13.866	      0.5	        0	
   14.866	      0.5	        0	
   15.866	      0.5	        0	
   16.866	      0.5	        0	
   17.866	      0.5	        0	
   18.866	      0.5	        0	
   19.866	      0.5	        0	
   20.866	      0.5	        0	
   21.866	      0.5	        0	
   22.866	      0.5	        0	
   23.866	      0.5	        0	
   24.866	      0.5	        0	
   25.866	      0.5	        0	
   26.866	      0.5	        0	
   27.866	      0.5	        0	
   28.866	      0.5	        0	
   29.866	      0.5	        0	
   30.866	      0.5	        0	
   31.866	      0.5	        0	
   32.866	      0.5	        0	
   33.866	      0.5	        0	
   34.866	      0.5	        0	
   35.866	      0.5	        0	
   36.866	      0.5	        0	
   37.866	      0.5	        0	
   38.866	      0.5	        0	
   39.866	      0.5	        0	
   40.866	      0.5	        0	
   41.866	      0.5	        0	
   42.866	      0.5	        0	
   43.866	      0.5	        0	
   44.866	      0.5	        0	
   45.866	      0.5	        0	
   46.866	      0.5	        0	
   47.866	      0.5	        0	
   48.866	      0.5	        0	
   49.866	      0.5	        0	
   50.866	      0.5	        0	
   51.866	      0.5	        0	
   52.866	      0.5	        0	
   53.866	      0.5	        0	
   54.866	      0.5	        0	
   55.866	      0.5	        0	
   56.866	      0.5	        0	
   57.866	      0.5	        0	
   58.866	      0.5	        0	
   59.866	      0.5	        0	
   60.866	      0.5	        0	
   61.866	      0.5	        0	
   61.866	     -0.5	        0	
   60.866	     -0.5	        0	
   59.866	     -0.5	        0	
   58.866	     -0.5	        0	
   57.866	     -0.5	        0	
   56.866	     -0.5	        0	
   55.866	     -0.5	        0	
   54.866	     -0.5	        0	
   53.866	     -0.5	        0	
   52.866	     -0.5	        0	
   51.866	     -0.5	        0	
   50.866	     -0.5	        0	
   49.866	     -0.5	        0	
   48.866	     -0.5	        0	
   47.866	     -0.5	        0	
   46.866	     -0.5	        0	
   45.866	     -0.5	        0	
   44.866	     -0.5	        0	
   43.866	     -0.5	        0	
   42.866	     -0.5	        0	
   41.866	     -0.5	        0	
   40.866	     -0.5	        0	
   39.866	     -0.5	        0	
   38.866	     -0.5	        0	
   37.866	     -0.5	        0	
   36.866	     -0.5	        0	
   35.866	     -0.5	        0	
   34.866	     -0.5	        0	
   33.866	     -0.5	        0	
   32.866	     -0.5	        0	
   31.866	     -0.5	        0	
   30.866	     -0.5	        0	
   29.866	     -0.5	        0	
   28.866	     -0.5	        0	
   27.866	     -0.5	        0	
   26.866	     -0.5	        0	
   25.866	     -0.5	        0	
   24.866	     -0.5	        0	
   23.866	     -0.5	        0	
   22.866	     -0.5	        0	
   21.866	     -0.5	        0	
   20.866	     -0.5	        0	
   19.866	     -0.5	        0	
   18.866	     -0.5	        0	
   17.866	     -0.5	        0	
   16.866	     -0.5	        0	
   15.866	     -0.5	        0	
   14.866	     -0.5	        0	
   13.866	     -0.5	        0	
   12.866	     -0.5	        0	
   11.866	     -0.5	        0	
   10.866	     -0.5	        0	
  9.86603	     -0.5	        0	
  8.86603	     -0.5	        0	
  7.86603	     -0.5	        0	
  6.86603	     -0.5	        0	
  5.86603	     -0.5	        0	
  4.86603	     -0.5	        0	
  3.86603	     -0.5	        0	
  2.86603	     -0.5	        0	
  1.86603	     -0.5	        0	
 0.866025	     -0.5	        0	
# t = 0.1
-3.46945e-18	        0	-1.73472e-18	
  1.02259	0.0820047	 0.217205	
  2.02094	  0.11537	 0.167815	
