100
Atoms. Timestep: 1114800000
1 0.140357 0.0294635 0.0115932
1 1.13272 0.0895516 -0.0970487
1 2.12073 -0.00313545 -0.205186
1 3.11316 0.0109301 -0.289831
1 4.07074 -0.267644 -0.165238
1 5.06353 -0.158794 -0.0847872
1 6.04481 -0.292631 0.0247081
1 6.93351 -0.371885 -0.437024
1 7.91035 -0.1379 -0.450707
1 8.91161 -0.142651 -0.390113
1 9.85689 0.0535676 -0.680968
1 10.8366 -0.115994 -0.567563
1 11.8328 -0.212384 -0.64828
1 12.8178 -0.124377 -0.478421
1 13.8114 -0.143646 -0.396677
1 14.8125 -0.129133 -0.340744
1 15.7671 -0.445673 -0.411512
1 16.7034 -0.0904268 -0.40912
1 17.6961 -0.155573 -0.473746
1 18.6873 -0.16423 -0.525969
1 19.6672 -0.128762 -0.305552
1 20.5875 0.109745 -0.646557
1 21.5758 0.0763063 -0.784421
1 22.4667 -0.267589 -1.0696
1 23.4524 -0.199866 -1.23224
1 24.4553 -0.154818 -1.20468
1 25.4312 -0.233762 -1.0007
1 26.3714 -0.557461 -0.992314
1 27.3676 -0.508308 -1.07697
1 28.361 -0.428749 -1.17551
1 29.3565 -0.47345 -1.29421
1 30.2979 -0.361139 -0.980252
1 31.2753 -0.562923 -1.1007
1 32.1694 -0.687035 -0.652882
1 32.9678 -0.645685 -0.0585355
1 33.868 -0.913825 0.300273
1 34.8183 -1.04578 0.0139899
1 35.7903 -1.28008 -0.00975861
1 36.7833 -1.24735 -0.0012882
1 37.4033 -1.5831 0.704925
1 38.3854 -1.53323 0.896308
1 39.3303 -1.22677 0.988254
1 40.2135 -1.42185 1.40877
1 41.0311 -1.08479 0.936668
1 41.9946 -0.826512 1.00165
1 42.9725 -0.640903 0.827322
1 43.7848 -1.14673 1.11908
1 44.6489 -0.679835 1.34144
1 45.4944 -1.14689 1.11093
1 45.551 -0.251748 0.668008
1 45.7652 -0.937572 1.35451
1 45.2238 -0.573593 0.598247
1 44.2693 -0.840336 0.525227
1 43.7342 -0.616581 -0.288325
1 42.7809 -0.337697 -0.156877
1 41.8672 0.071444 -0.169701
1 41.5597 -0.835767 0.105418
1 41.1401 -0.355634 0.879702
1 40.2446 -0.0227824 0.594143
1 39.4162 -0.228287 0.0720741
1 38.4936 0.127747 -0.0195186
1 37.52 0.30136 0.135134
1 36.5278 0.266448 0.272249
1 35.5513 0.0531695 0.341112
1 34.5697 0.212517 0.441775
1 33.7445 0.41144 -0.0642576
1 32.7961 0.398239 0.249741
1 31.9361 -0.111608 0.221851
1 30.9382 -0.18997 0.261842
1 30.0348 0.0901015 0.590829
1 29.0444 0.181696 0.424627
1 28.0478 0.191254 0.32185
1 27.0691 0.119114 0.514451
1 26.1472 0.517407 0.465633
1 25.3352 0.26564 -0.0606325
1 24.3948 -0.0182447 -0.224937
1 23.3986 0.0730658 -0.258976
1 22.4851 0.465995 -0.16327
1 21.4924 0.495662 -0.153616
1 20.5216 0.454259 0.093976
1 19.5243 0.488963 0.0779699
1 18.5488 0.559371 -0.111904
1 17.5709 0.361816 -0.0604877
1 16.6255 0.113431 -0.275073
1 15.6524 -0.110702 -0.396327
1 14.6997 -0.166737 -0.0848849
1 13.7734 -0.401457 -0.380506
1 12.7708 -0.409955 -0.284486
1 11.7908 -0.515666 -0.454204
1 10.8213 -0.749359 -0.356813
1 9.87183 -0.843069 -0.665678
1 8.94504 -0.655913 -0.347351
1 7.99438 -0.373509 -0.216716
1 6.98849 -0.339562 -0.225737
1 6.00727 -0.188221 -0.118916
1 5.07269 0.156243 -0.00549726
1 4.0913 0.0841651 0.221187
1 3.10346 0.230823 0.150063
1 2.1274 0.201419 -0.065175
1 1.1318 0.151603 -0.0886281
