100
Atoms. Timestep: 1331100000
1 0.112288 -0.0161381 -0.0010708
1 1.06876 0.113383 0.28054
1 2.05142 -0.0675447 0.30584
1 3.05066 -0.0995843 0.34133
1 4.02925 -0.151584 0.57903
1 4.99543 -0.266996 0.357178
1 5.99251 -0.24576 0.304422
1 6.95147 -0.065884 0.0832499
1 7.94457 0.0129923 0.0906632
1 8.93413 0.0573161 -0.0678981
1 9.92623 0.130285 -0.0660212
1 10.9016 0.1652 0.124982
1 11.8888 0.00606913 0.0370931
1 12.8789 -0.111459 0.125814
1 13.8343 0.0898733 -0.081002
1 14.8215 -0.064007 -0.172494
1 15.818 0.0374104 -0.138336
1 16.8144 0.0624344 -0.0575945
1 17.6473 -0.128379 -0.581527
1 18.6433 -0.0408199 -0.494191
1 19.5275 0.426813 -0.507534
1 20.5055 0.308816 -0.397937
1 21.4913 0.129504 -0.415848
1 22.437 -0.180576 -0.472318
1 23.2884 0.323974 -0.325996
1 24.2712 0.50597 -0.234878
1 25.2579 0.433497 -0.411416
1 26.1895 0.798211 -0.364435
1 27.074 1.03566 0.0438279
1 28.0152 1.34396 0.226154
1 28.9415 1.42444 -0.140175
1 29.9419 1.42898 -0.169322
1 30.9298 1.5386 -0.0921322
1 31.919 1.45383 -0.0105624
1 32.8351 1.61611 -0.398833
1 33.6586 1.1013 -0.616848
1 34.6622 1.08292 -0.704306
1 35.5723 1.137 -0.301102
1 36.5633 1.10139 -0.154071
1 37.5082 1.39103 0.00199343
1 38.5066 1.48477 0.0282791
1 39.4439 1.46056 0.367248
1 40.2296 1.52804 0.986683
1 41.1077 1.33672 1.43466
1 41.6294 1.80163 0.715307
1 42.526 2.17744 0.466491
1 43.3714 2.68822 0.291949
1 43.9802 3.43054 0.570552
1 44.9229 3.28018 0.287719
1 44.9431 2.29897 0.128097
1 45.7464 1.95461 -0.362692
1 44.955 1.37009 -0.534237
1 44.79 0.517258 -0.0366548
1 44.6631 0.684082 -1.01846
1 43.6657 0.705435 -1.05724
1 42.7578 0.588809 -0.643542
1 41.8858 0.352242 -0.21855
1 41.0162 -0.139135 -0.237377
1 40.0813 -0.357082 -0.540501
1 39.1745 -0.359771 -0.96304
1 38.5881 0.242995 -0.421901
1 37.7565 0.738103 -0.652414
1 36.8053 0.678188 -0.962985
1 35.8435 0.375247 -0.945497
1 34.8995 0.533239 -0.649194
1 33.925 0.662307 -0.495715
1 33.0138 0.901009 -0.837029
1 32.0179 0.986734 -0.762535
1 31.2343 0.500201 -0.377606
1 30.2668 0.595735 -0.589423
1 29.3546 0.242582 -0.37415
1 28.3782 0.275977 -0.565712
1 27.3748 0.307998 -0.476171
1 26.4458 0.236686 -0.837755
1 25.4608 0.0408386 -0.902805
1 24.4982 -0.195669 -0.753244
1 23.6022 0.166064 -0.983065
1 22.6104 0.219083 -0.964197
1 21.608 0.202387 -1.00021
1 20.6515 -0.0862759 -0.990237
1 19.6905 -0.0741025 -1.27072
1 18.7049 -0.0597034 -1.06281
1 17.7081 -0.0964379 -1.1907
1 16.72 -0.289126 -1.17456
1 15.7589 -0.580803 -1.17688
1 14.7764 -0.794849 -1.13955
1 13.7811 -0.863986 -1.14473
1 12.8065 -0.807648 -0.910884
1 11.8211 -0.679634 -0.785416
1 10.9053 -0.523472 -0.426061
1 9.93165 -0.586295 -0.185449
1 8.94586 -0.427304 -0.160312
1 7.95764 -0.402166 0.0156903
1 6.96724 -0.542711 -0.0774434
1 6.05191 -0.259438 0.18295
1 5.06049 -0.0911213 0.215207
1 4.07971 -0.0913954 0.392499
1 3.09616 -0.0873996 0.233201
1 2.1135 -0.132136 0.0937207
1 1.11492 -0.0602615 0.0282271
