100
Atoms. Timestep: 1813700000
1 0.0925843 -0.00570151 0.00788587
1 1.07081 0.0109897 0.222973
1 1.98557 -0.394637 0.335609
1 2.93902 -0.699506 0.326095
1 3.89543 -0.934477 0.158195
1 4.88244 -0.820938 0.0723537
1 5.86316 -0.834967 0.256511
1 6.84471 -0.836516 0.422793
1 7.82589 -0.645539 0.275919
1 8.83759 -0.662625 0.206335
1 9.80687 -0.557871 0.418523
1 10.7605 -0.343042 0.642554
1 11.7495 -0.211562 0.655118
1 12.7348 -0.342096 0.666274
1 13.6889 -0.507352 0.39448
1 14.6709 -0.622027 0.554516
1 15.6681 -0.65549 0.500249
1 16.6563 -0.741492 0.63191
1 17.6215 -0.95628 0.809876
1 18.5492 -0.883275 0.448624
1 19.4982 -0.657594 0.200345
1 20.4867 -0.739234 0.345295
1 21.4329 -1.0471 0.33042
1 22.4086 -1.17296 0.168877
1 23.4111 -1.12534 0.221464
1 24.3351 -0.880521 -0.0688555
1 25.225 -0.628629 0.320273
1 26.227 -0.647507 0.357323
1 27.2154 -0.760051 0.253035
1 28.1762 -1.01356 0.374454
1 29.1489 -1.25719 0.410902
1 30.1019 -0.983124 0.536847
1 31.0932 -1.04447 0.589031
1 32.0687 -1.26232 0.504858
1 33.0573 -1.37624 0.445553
1 33.9932 -1.09638 0.658121
1 34.9478 -1.38226 0.518598
1 35.9356 -1.5123 0.640542
1 36.9085 -1.58819 0.432561
1 37.8975 -1.53377 0.560883
1 38.8191 -1.52426 0.167833
1 39.5434 -1.50627 -0.515301
1 40.0625 -1.2524 -1.33552
1 40.901 -1.34507 -0.794957
1 41.5615 -0.74502 -1.24555
1 42.4676 -1.07997 -1.55351
1 43.1206 -1.82644 -1.6966
1 43.9583 -1.5323 -1.23947
1 44.6887 -1.47705 -0.565954
1 45.215 -2.19633 -1.02353
1 45.7134 -1.82946 -0.236067
1 45.116 -1.82127 0.567602
1 44.7049 -0.96524 0.884503
1 43.7533 -1.10862 1.16502
1 42.8074 -1.32304 1.382
1 42.8461 -1.39237 0.383745
1 41.9735 -1.52439 0.848362
1 41.0465 -1.23753 0.611152
1 40.1967 -1.72521 0.804507
1 39.2247 -1.47193 0.739957
1 38.2564 -1.23599 0.78384
1 37.3676 -1.66838 0.91433
1 36.4453 -1.38943 0.632485
1 35.6347 -1.96103 0.756492
1 34.7032 -2.23371 0.530951
1 33.746 -2.03419 0.764643
1 32.7781 -1.92818 0.557244
1 31.7853 -1.92692 0.550926
1 30.8272 -1.75513 0.337531
1 29.935 -1.42397 0.641527
1 28.9537 -1.29881 0.493794
1 28.0063 -1.00155 0.353459
1 27.0866 -0.611423 0.372961
1 26.1071 -0.378818 0.378449
1 25.1089 -0.417693 0.344284
1 24.124 -0.43791 0.492197
1 23.2171 -0.0151674 0.542037
1 22.246 0.115031 0.362969
1 21.3501 0.401539 0.0276885
1 20.3584 0.402815 -0.0851873
1 19.4219 0.527769 0.239816
1 18.4939 0.219928 0.0313599
1 17.5415 -0.0588805 -0.133929
1 16.5552 0.0710726 -0.226431
1 15.6403 -0.297971 -0.409575
1 14.65 -0.364779 -0.28554
1 13.7029 -0.0427182 -0.346018
1 12.7065 -0.142168 -0.41321
1 11.8076 0.16052 -0.10032
1 10.8227 0.202569 0.0871041
1 9.86668 0.253817 -0.183754
1 8.89224 0.0177594 -0.17902
1 7.91566 0.138699 0.0224505
1 6.91926 0.0981358 -0.0813062
1 5.94103 0.04044 0.130187
1 4.95266 0.0325227 0.275579
1 4.01034 0.199075 -0.0251016
1 3.04109 -0.0245266 0.010058
1 2.0468 -0.0964217 0.0820662
1 1.08095 0.127591 0.145425
