100
Atoms. Timestep: 1466300000
1 0.154235 -0.00750578 -0.0254291
1 1.11691 0.224558 0.0865176
1 2.1059 0.143851 0.043293
1 3.083 0.264197 0.187967
1 4.09109 0.33465 0.164745
1 5.05596 0.592956 0.181362
1 6.04316 0.522666 0.288382
1 7.02673 0.366422 0.21171
1 8.01039 0.216297 0.323929
1 8.97471 0.405625 0.515915
1 9.95537 0.352328 0.326565
1 10.8537 0.043474 0.635498
1 11.7952 -0.080441 0.324899
1 12.7716 0.0578102 0.141461
1 13.7644 -0.0537519 0.200161
1 14.6991 -0.326149 0.00358256
1 15.6809 -0.528115 0.0589646
1 16.672 -0.413866 0.0211116
1 17.5962 -0.0601397 0.147083
1 18.5648 -0.149362 0.392385
1 19.5321 0.00109324 0.20124
1 20.4871 0.249797 0.0351061
1 21.418 0.513887 -0.208022
1 22.404 0.450714 -0.0593239
1 23.4091 0.475787 -0.0255371
1 24.3729 0.759233 -0.0470833
1 25.2895 0.369648 -0.0439398
1 26.2489 0.641794 -0.128506
1 27.1428 0.379156 0.254247
1 28.1238 0.490984 0.418895
1 29.0908 0.472333 0.165973
1 30.0857 0.490419 0.0619403
1 31.0679 0.643881 -0.052949
1 32.0619 0.586493 0.025537
1 33.0328 0.398971 0.175887
1 33.9268 0.820848 0.294263
1 34.8275 0.905761 -0.140446
1 35.8202 0.804832 -0.055377
1 36.8166 0.74761 0.0881943
1 37.8058 0.85287 -0.0296377
1 38.7697 0.631159 0.122389
1 39.5945 1.00561 0.547765
1 40.5542 1.29955 0.579152
1 41.5432 1.16539 0.552098
1 42.34 0.605182 0.344484
1 43.3344 0.554689 0.403154
1 43.8823 -0.287802 0.425096
1 44.7689 -0.668849 0.655858
1 45.5356 -1.24467 0.359535
1 45.9544 -2.12178 0.0977939
1 46.3338 -2.19316 1.02082
1 45.8058 -1.36229 0.868397
1 45.4444 -0.566895 1.35549
1 44.4646 -0.574542 1.15441
1 43.95 -0.0552483 0.464105
1 43.0711 -0.506327 0.641192
1 42.2532 0.0476692 0.775334
1 41.2494 0.051633 0.792707
1 40.3235 -0.0816739 1.14106
1 39.6457 0.290882 0.506202
1 38.7497 -0.146167 0.529673
1 37.8671 0.126986 0.151783
1 37.0397 0.536587 0.551334
1 36.0935 0.260269 0.368417
1 35.1223 0.431847 0.469193
1 34.2542 0.26871 -0.0027449
1 33.2997 0.585201 0.0183204
1 32.3563 0.870277 0.173152
1 31.4265 1.03942 -0.139519
1 30.4383 0.948084 -0.285392
1 29.4887 0.863258 -0.570905
1 28.496 0.764209 -0.526167
1 27.5049 0.818398 -0.498342
1 26.5032 0.753792 -0.568618
1 25.5035 0.769857 -0.560446
1 24.5382 0.79778 -0.292227
1 23.5322 0.815129 -0.309737
1 22.5472 0.743436 -0.453205
1 21.5941 0.484253 -0.300748
1 20.6258 0.356177 -0.531475
1 19.6455 0.336583 -0.729075
1 18.6574 0.229412 -0.61811
1 17.7755 0.54527 -0.28088
1 16.7806 0.665596 -0.251935
1 15.8244 0.545348 -0.546128
1 14.8287 0.644406 -0.586206
1 13.8408 0.755823 -0.506994
1 12.931 0.362366 -0.426225
1 11.9457 0.290106 -0.263429
1 10.9635 0.28408 -0.472241
1 9.9947 0.349006 -0.699259
1 8.99562 0.374347 -0.788933
1 7.99552 0.319027 -0.801463
1 7.01658 0.132489 -0.676117
1 6.0332 0.309853 -0.730317
1 5.03389 0.341037 -0.70084
1 4.03011 0.251094 -0.734121
1 3.03183 0.344367 -0.634155
1 2.03313 0.364476 -0.580767
1 1.12384 0.0751452 -0.271262
