100
Atoms. Timestep: 11300000
1 0.152778 0.00706311 0.0088127
1 1.13915 0.108194 0.133296
1 2.12936 0.0838332 0.27038
1 3.11861 0.0613931 0.427185
1 4.12321 0.0910594 0.398423
1 5.10229 -0.103989 0.386749
1 6.09743 -0.0525943 0.245211
1 7.08568 -0.218027 0.236051
1 8.05785 0.0168816 0.226797
1 9.05178 0.0706239 0.18018
1 10.0336 0.2526 0.163898
1 10.9413 0.333571 -0.245037
1 11.9097 0.102754 -0.186189
1 12.8881 -0.0635053 -0.0905645
1 13.8803 0.0287343 0.00699554
1 14.874 0.150226 0.00169463
1 15.7938 0.538885 0.118099
1 16.7546 0.790741 0.0749107
1 17.6999 0.957381 -0.191203
1 18.6797 0.8287 -0.0678213
1 19.6053 0.62489 -0.372483
1 20.5327 0.257413 -0.264653
1 21.4851 0.549345 -0.409881
1 22.4459 0.720407 -0.614134
1 23.4377 0.651072 -0.569601
1 24.3985 0.512875 -0.812737
1 25.3089 0.358436 -0.434796
1 26.2695 0.486499 -0.694944
1 27.2307 0.26714 -0.859734
1 28.164 0.617104 -0.98141
1 29.1147 0.920417 -0.931141
1 30.1113 0.999552 -0.944952
1 31.1106 0.898316 -0.937403
1 31.9302 0.325115 -0.955425
1 32.9153 0.144236 -0.986279
1 33.8511 0.343254 -0.677288
1 34.8397 0.496718 -0.741203
1 35.7313 0.668305 -0.326102
1 36.7113 0.618249 -0.141013
1 37.712 0.720661 -0.111543
1 38.6461 1.02972 0.0609154
1 39.6164 1.03899 -0.170328
1 40.5066 0.865812 -0.604344
1 41.4455 1.20182 -0.569012
1 42.3798 1.0894 -0.228073
1 43.0159 1.05124 0.547641
1 43.9873 1.2182 0.336896
1 44.8269 1.08349 0.861656
1 45.4899 0.600363 0.292717
1 45.3915 1.57219 0.094204
1 46.1147 0.880053 0.193526
1 45.2845 0.685012 -0.328187
1 44.6083 0.415493 0.35719
1 43.7306 0.522033 -0.106504
1 42.956 0.303093 0.477575
1 42.2375 0.995872 0.415958
1 41.2487 0.906104 0.536388
1 40.9115 -0.00530766 0.291594
1 39.9559 0.198488 0.545413
1 39.0751 -0.091379 0.904469
1 38.1605 0.167911 1.2082
1 37.2802 0.420117 0.797989
1 36.3562 0.663981 0.483244
1 35.3593 0.533338 0.512623
1 34.6254 0.323308 1.16201
1 33.7535 0.508169 0.717329
1 32.8353 0.352368 0.342639
1 31.8455 0.299114 0.242452
1 30.9665 0.395032 0.701953
1 29.9868 0.561173 0.750869
1 29.0912 0.163408 0.567688
1 28.1395 -0.129122 0.660203
1 27.1889 -0.0421757 0.954607
1 26.2219 -0.243674 0.801198
1 25.2559 -0.161134 0.562029
1 24.2786 -0.00952657 0.694866
1 23.2827 0.0404049 0.753386
1 22.3333 0.267701 0.516508
1 21.3311 0.262277 0.48907
1 20.3418 0.360689 0.502969
1 19.365 0.352649 0.290335
1 18.4213 0.685472 0.301236
1 17.4367 0.544864 0.403638
1 16.442 0.578723 0.467778
1 15.6133 1.08568 0.69063
1 14.7297 0.877186 0.276531
1 13.7615 0.669906 0.395686
1 12.8544 0.29704 0.202025
1 11.9273 0.6586 0.23631
1 10.943 0.625297 0.399961
1 9.93987 0.623928 0.4389
1 8.98075 0.903529 0.414492
1 8.00452 1.09173 0.349306
1 7.00202 1.05001 0.355573
1 6.017 0.922564 0.287896
1 5.02015 0.827025 0.188464
1 4.04084 0.637402 0.154648
1 3.08616 0.345794 0.215839
1 2.14601 0.043414 0.0468436
1 1.14489 0.0907347 0.0698946
