1.000000000000000000e+00 nan
1.500000000000000000e+00 nan
2.000000000000000000e+00 nan
2.500000000000000000e+00 nan
3.000000000000000000e+00 nan
3.500000000000000000e+00 1.412860575381131234e+01
4.000000000000000000e+00 nan
4.500000000000000000e+00 6.866281276152062674e+01
5.000000000000000000e+00 9.593468743391666465e+01
5.500000000000000000e+00 1.696105119551930329e+02
6.000000000000000000e+00 2.316727121165433232e+02
6.500000000000000000e+00 2.734162504898058614e+02
7.000000000000000000e+00 3.072303741227520959e+02
7.500000000000000000e+00 3.690413684914249188e+02
8.000000000000000000e+00 4.444399465045035527e+02
8.500000000000000000e+00 4.237554614311782757e+02
9.000000000000000000e+00 5.078316040643993574e+02
9.500000000000000000e+00 5.024927075637633038e+02
1.000000000000000000e+01 5.924231105779072095e+02
1.500000000000000000e+01 1.014179135673691917e+03
2.000000000000000000e+01 1.301126258933507643e+03
2.500000000000000000e+01 1.485091153621845706e+03
3.000000000000000000e+01 1.648589483879778527e+03
3.500000000000000000e+01 1.773130469300607047e+03
4.000000000000000000e+01 1.822015806120383559e+03
4.500000000000000000e+01 1.931470024745313367e+03
5.000000000000000000e+01 1.941410821223150606e+03
5.500000000000000000e+01 1.980487043713941830e+03
6.000000000000000000e+01 1.928871028272974854e+03
6.500000000000000000e+01 1.982778408022562189e+03
7.000000000000000000e+01 2.032536342404826200e+03
7.500000000000000000e+01 1.987427727658592403e+03
8.000000000000000000e+01 2.111191513750667127e+03
8.500000000000000000e+01 2.043377536976166766e+03
9.000000000000000000e+01 2.045352981592450533e+03
9.500000000000000000e+01 2.079033070680459787e+03
1.000000000000000000e+02 2.024705723695309189e+03
1.500000000000000000e+02 2.079464277373676396e+03
2.000000000000000000e+02 2.101578375738299655e+03
2.500000000000000000e+02 2.164329960588765516e+03
3.000000000000000000e+02 2.084191015500156482e+03
3.500000000000000000e+02 2.085787572812093003e+03
4.000000000000000000e+02 2.073208370408960491e+03
4.500000000000000000e+02 2.156859805741973560e+03
5.000000000000000000e+02 2.102838805204294658e+03
5.500000000000000000e+02 2.096308429591969343e+03
6.000000000000000000e+02 2.046759791836419254e+03
6.500000000000000000e+02 2.162412980164371675e+03
7.000000000000000000e+02 2.123634901683418320e+03
7.500000000000000000e+02 2.107807006024631391e+03
8.000000000000000000e+02 2.034913214196712943e+03
8.500000000000000000e+02 2.122507675962692701e+03
9.000000000000000000e+02 2.142052363562863320e+03
9.500000000000000000e+02 2.099863233675725041e+03
1.000000000000000000e+03 2.086009111433414546e+03
