1.000000000000000000e+00 2.266233256284044817e+00
2.000000000000000000e+00 7.713140555325335157e+00
3.000000000000000000e+00 1.649374261406396869e+01
# 4.000000000000000000e+00 2.834116260171187207e+01
5.000000000000000000e+00 3.595197094524461789e+01
# 6.000000000000000000e+00 5.332211864551763369e+01
7.000000000000000000e+00 6.033663112314500410e+01
# 8.000000000000000000e+00 7.225418389962773347e+01
# 9.000000000000000000e+00 8.312176565043003507e+01
1.000000000000000000e+01 8.945868524884735962e+01
1.200000000000000000e+01 1.171415426624548672e+02
1.400000000000000000e+01 1.492139168329308347e+02
1.600000000000000000e+01 1.772923872221447823e+02
2.000000000000000000e+01 2.048470866797813983e+02
2.500000000000000000e+01 2.366670103210404363e+02
3.000000000000000000e+01 2.644423765155007118e+02
4.000000000000000000e+01 2.906388354740424802e+02
6.000000000000000000e+01 3.186935198067877764e+02
8.000000000000000000e+01 3.118008729538722150e+02
1.000000000000000000e+02 3.304917119789274693e+02
1.500000000000000000e+02 3.296421776760033708e+02
2.000000000000000000e+02 3.357266911742129878e+02
3.000000000000000000e+02 3.446625578908796683e+02
4.000000000000000000e+02 3.444465685819118335e+02
6.000000000000000000e+02 3.459574759027591426e+02
8.000000000000000000e+02 3.421296391290836141e+02
1.000000000000000000e+03 3.368393501017935705e+02
