1.000000000000000000e+00 3.302089025051259341e+01
2.000000000000000000e+00 6.612735169600560425e+01
3.000000000000000000e+00 8.776126665300753871e+01
5.000000000000000000e+00 1.247273355868771461e+02
8.000000000000000000e+00 1.611350440293177257e+02
1.100000000000000000e+01 2.040641954671833655e+02
1.800000000000000000e+01 2.453982620956323331e+02
3.000000000000000000e+01 3.012410542675041825e+02
6.000000000000000000e+01 3.262900521427314970e+02
1.000000000000000000e+02 3.299974957282934156e+02
