1.000000000000000000e+00 3.302089025051259341e+01
2.000000000000000000e+00 6.612735169600560425e+01
3.000000000000000000e+00 8.776126665300753871e+01
4.000000000000000000e+00 1.084211778155057146e+02
5.000000000000000000e+00 1.247273355868771461e+02
6.000000000000000000e+00 1.462117846501359395e+02
7.000000000000000000e+00 1.576995728565581771e+02
8.000000000000000000e+00 1.611350440293177257e+02
9.000000000000000000e+00 1.690129384442220726e+02
1.000000000000000000e+01 1.862661954671833655e+02
1.200000000000000000e+01 2.218622249965442563e+02
1.400000000000000000e+01 2.306567005912650075e+02
1.600000000000000000e+01 2.526684939946215707e+02
1.800000000000000000e+01 2.453982620956323331e+02
2.000000000000000000e+01 2.948453831154696445e+02
2.500000000000000000e+01 3.038479924687375160e+02
3.000000000000000000e+01 3.012410542675041825e+02
4.000000000000000000e+01 3.274981813297382018e+02
6.000000000000000000e+01 3.262900521427314970e+02
8.000000000000000000e+01 3.238187586647175067e+02
1.000000000000000000e+02 3.299974957282934156e+02
1.500000000000000000e+02 3.424439905609466450e+02
2.000000000000000000e+02 3.343346047847771842e+02
3.000000000000000000e+02 3.370558932092674240e+02
4.000000000000000000e+02 3.367997503507016290e+02
6.000000000000000000e+02 3.419191255484062140e+02
8.000000000000000000e+02 3.346596581463679740e+02
1.000000000000000000e+03 3.373663724182378587e+02
