1.000000000000000000e+00 2.266233256284044817e+00
2.000000000000000000e+00 7.713140555325335157e+00
3.000000000000000000e+00 1.649374261406396869e+01
4.000000000000000000e+00 2.834116260171187207e+01
5.000000000000000000e+00 3.595197094524461789e+01
6.000000000000000000e+00 5.332211864551763369e+01
7.000000000000000000e+00 6.033663112314500410e+01
8.000000000000000000e+00 7.225418389962773347e+01
9.000000000000000000e+00 8.312176565043003507e+01
1.000000000000000000e+01 8.945868524884735962e+01
1.100000000000000000e+01 1.138215627714451728e+02
1.200000000000000000e+01 1.171415426624548672e+02
1.300000000000000000e+01 1.327756917143678379e+02
1.400000000000000000e+01 1.492139168329308347e+02
1.500000000000000000e+01 1.542300173866334774e+02
1.600000000000000000e+01 1.772923872221447823e+02
1.700000000000000000e+01 1.734030241304276387e+02
1.800000000000000000e+01 1.807873255078675641e+02
1.900000000000000000e+01 1.840572501552349252e+02
2.000000000000000000e+01 2.048470866797813983e+02
2.100000000000000000e+01 2.090182166618035922e+02
2.200000000000000000e+01 2.157625961001419626e+02
2.300000000000000000e+01 2.234766003292533298e+02
2.400000000000000000e+01 2.322130463822908553e+02
2.500000000000000000e+01 2.366670103210404363e+02
2.600000000000000000e+01 2.436018765047751913e+02
2.700000000000000000e+01 2.612997848223114374e+02
2.800000000000000000e+01 2.593548298717501552e+02
2.900000000000000000e+01 2.759524485843601269e+02
3.000000000000000000e+01 2.644423765155007118e+02
3.100000000000000000e+01 2.630813731711863852e+02
3.200000000000000000e+01 2.585907560739313453e+02
3.300000000000000000e+01 2.836758288990757251e+02
3.400000000000000000e+01 2.756444264510888615e+02
3.500000000000000000e+01 2.678202147938408189e+02
3.600000000000000000e+01 2.851075872750441818e+02
3.700000000000000000e+01 2.809687429893268131e+02
3.800000000000000000e+01 2.768941619965301584e+02
3.900000000000000000e+01 2.895009598138656770e+02
4.000000000000000000e+01 2.906388354740424802e+02
4.100000000000000000e+01 2.817352486370903648e+02
4.200000000000000000e+01 2.892752241374100208e+02
4.300000000000000000e+01 2.897098729210126749e+02
4.400000000000000000e+01 2.968349767999769142e+02
4.500000000000000000e+01 2.861551181136613877e+02
4.600000000000000000e+01 3.022624903621551766e+02
4.700000000000000000e+01 2.918002865413586733e+02
4.800000000000000000e+01 2.942315533591651615e+02
4.900000000000000000e+01 3.075508081020677196e+02
5.000000000000000000e+01 2.868237932324230428e+02
5.500000000000000000e+01 3.073954901725163040e+02
6.000000000000000000e+01 3.001008750920231591e+02
6.500000000000000000e+01 3.260111518424735664e+02
7.000000000000000000e+01 3.036860534049445732e+02
7.500000000000000000e+01 3.080408115858908786e+02
8.000000000000000000e+01 3.119419356295782677e+02
8.500000000000000000e+01 3.291993735808442239e+02
9.000000000000000000e+01 3.184926576394206563e+02
9.500000000000000000e+01 3.106697606922969612e+02
1.000000000000000000e+02 3.182081201079533912e+02
1.100000000000000000e+02 3.112311122871171278e+02
1.200000000000000000e+02 3.201380535043758186e+02
1.300000000000000000e+02 3.149757434266873020e+02
1.400000000000000000e+02 3.198242635343755182e+02
1.500000000000000000e+02 3.181577845551470318e+02
1.600000000000000000e+02 3.009253687981184271e+02
1.700000000000000000e+02 3.172435643210384910e+02
1.800000000000000000e+02 3.253245631892498295e+02
1.900000000000000000e+02 3.302727722190017516e+02
2.000000000000000000e+02 3.196502914324516382e+02
3.000000000000000000e+02 3.232407862251708366e+02
4.000000000000000000e+02 3.301248223134009550e+02
5.000000000000000000e+02 3.141341072481696415e+02
6.000000000000000000e+02 3.299729806053233574e+02
7.000000000000000000e+02 3.356461313067011361e+02
8.000000000000000000e+02 3.297866533877831330e+02
9.000000000000000000e+02 3.318211037496574249e+02
1.000000000000000000e+03 3.368393501017935705e+02
