1.000000000000000000e+02 3.211436529637256285e+02
2.000000000000000000e+02 3.186919882636273655e+02
3.000000000000000000e+02 3.291321591901491956e+02
4.000000000000000000e+02 3.317843965903835510e+02
5.000000000000000000e+02 3.117234260062506905e+02
6.000000000000000000e+02 3.299576550670680035e+02
7.000000000000000000e+02 3.388699467811306931e+02
8.000000000000000000e+02 3.355935576374656648e+02
9.000000000000000000e+02 3.194251718350286637e+02
1.000000000000000000e+03 3.397686608850117409e+02
