# t = 0
        0	        0	        0	
 0.921921	-0.166599	-0.349723	
  1.70349	-0.356448	-0.943948	
  2.17229	 -1.06493	 -1.47147	
  2.19679	 -2.00024	 -1.11848	
  2.22613	 -1.18331	-0.542484	
   3.1443	-0.833746	-0.728922	
  4.10592	-0.603341	-0.877953	
  4.57089	 -1.37245	-0.439465	
  5.45934	 -1.47367	0.0082058	
  6.42519	  -1.3557	-0.222449	
  5.82967	 -0.80645	-0.808696	
  6.77518	-0.572684	 -1.03536	
  7.61869	-0.165221	-0.685411	
  7.49636	-0.177752	 0.306999	
  8.27417	-0.619769	 0.753789	
  8.06139	 0.176998	 0.188204	
  8.78379	-0.215165	 0.757725	
  9.70845	-0.213421	 0.376932	
  10.0577	 0.659991	 0.716295	
  9.69097	 0.272493	-0.129486	
   10.073	 0.779395	 -0.90222	
  10.6084	 0.596666	-0.0776473	
  10.5619	 0.517529	 0.918132	
  9.62831	 0.265352	  1.17265	
  9.21188	 0.818397	 0.451033	
    8.842	  1.72124	 0.670257	
  8.80115	  1.59046	  1.66083	
  9.45181	 0.850229	  1.49142	
  9.33007	 0.663153	   2.4662	
  9.32369	 0.934684	  1.50379	
  9.56622	 0.417834	 0.682785	
  9.14771	-0.110258	-0.0561129	
  9.01939	 -1.01182	 0.357064	
  8.12619	 -1.07616	 0.802102	
  7.29748	-0.576775	 0.549396	
  7.14787	 -1.48603	 0.937808	
  7.90237	 -2.14162	 0.907228	
   7.3258	 -1.38531	  1.21638	
  6.70375	-0.746802	 0.763229	
   5.8873	-0.976426	 0.233428	
  5.95223	0.0180923	 0.315394	
  5.01518	 0.106706	-0.022364	
  4.28082	-0.318426	-0.551499	
  3.57114	 -1.00066	-0.727316	
  3.17953	 -1.91159	-0.597524	
  2.30492	 -1.94785	-0.114055	
  1.85194	 -1.07725	 -0.30607	
   1.0027	 -1.35704	-0.753846	
  0.43094	 -0.53712	-0.725116	
# t = 0.1
-6.93889e-18	-2.08167e-17	3.46945e-18	
  1.00267	  0.06472	-0.201637	
  1.92348	-0.302132	 -0.33397	
  2.11845	-0.953006	 -1.06769	
  1.78328	 -1.72784	 -1.60368	
   2.5716	  -1.4484	 -1.05555	
  3.48826	 -1.15041	  -1.3219	
  4.16235	-0.616051	-0.811939	
  4.82201	 -1.35433	-0.671226	
  5.43795	 -2.11241	-0.456919	
  5.67306	  -1.3116	 -1.00776	
  6.13267	-0.432848	 -1.13643	
  6.78901	-0.411186	-0.382276	
  7.55244	-0.902076	-0.802044	
  8.05984	-0.964081	0.0574335	
  8.34924	-0.00687826	0.0550334	
  8.31167	 0.333102	 0.994715	
  8.93939	-0.278453	 0.513083	
  9.90515	-0.248311	 0.770764	
  10.1703	  0.69716	 0.581619	
  9.52444	 0.292927	-0.0660307	
  10.2045	 0.635404	-0.714315	
  10.9993	 0.431002	-0.142897	
  10.3758	0.0264326	 0.526106	
  10.0714	 0.753689	  1.14131	
  9.23629	 0.539647	 0.634602	
  9.04141	  1.50431	 0.811936	
  8.65733	   0.8235	  1.43562	
   9.3908	  1.48326	  1.27209	
  9.40873	  1.07429	  2.18446	
  8.73906	  1.04596	  1.44234	
  8.96598	 0.587863	 0.582891	
  8.61788	 0.228023	-0.282752	
  9.27399	-0.503009	-0.0953656	
  8.70564	-0.672332	 0.709812	
  7.85426	  -1.0771	 0.376179	
  7.17539	 -1.40813	  1.03158	
  7.32168	 -1.97803	 0.222993	
  7.30517	 -1.35435	   1.0045	
  6.35033	 -1.57682	  1.20142	
  5.56478	 -1.22279	 0.693892	
   5.3933	-0.238368	  0.73272	
