5.000000000000000000e+00 6.714632166318756390e+01 7.612173566391159341e+01 6.942390436279377752e+01
6.000000000000000000e+00 5.586737550395510965e+01 5.958594522795263515e+01 5.529097780545741614e+01
7.000000000000000000e+00 4.613916268714328339e+01 5.042454749136628323e+01 4.917985639368050244e+01
8.000000000000000000e+00 4.392083032926142039e+01 4.517564705664024416e+01 4.540675462086569780e+01
9.000000000000000000e+00 3.803977227310712550e+01 3.977796816964883675e+01 4.089317964936077487e+01
1.000000000000000000e+01 3.442579012014828521e+01 3.442540389992674932e+01 3.638536258049522587e+01
1.400000000000000000e+01 2.441119805846839341e+01 2.497324714001310753e+01 2.510508267182331110e+01
1.500000000000000000e+01 2.601057947851158758e+01 2.378438950579042199e+01 2.253133339959442694e+01
1.600000000000000000e+01 2.195290740939596219e+01 2.276361537472823215e+01 2.166918999046497163e+01
1.700000000000000000e+01 2.055108455967924641e+01 2.272854154045372965e+01 2.165898515377884692e+01
1.800000000000000000e+01 1.959295043554753946e+01 1.924703010843845163e+01 1.936332521939351992e+01
1.900000000000000000e+01 2.001069341854684680e+01 1.897660312207938560e+01 2.063754683734908113e+01
2.100000000000000000e+01 1.791160725217974559e+01 1.627190061464842685e+01 1.648560816663333028e+01
2.200000000000000000e+01 1.662513480124230725e+01 1.657713749934209346e+01 1.640356437759488628e+01
2.300000000000000000e+01 1.536045651329006212e+01 1.637076283389733433e+01 1.644760457430565381e+01
2.400000000000000000e+01 1.471299430865609814e+01 1.471912965733508472e+01 1.582646387814760125e+01
2.500000000000000000e+01 1.499561765446533457e+01 1.446491600784360188e+01 1.289784528621375692e+01
2.600000000000000000e+01 1.360909367116475543e+01 1.468561151181550706e+01 1.318685302005852300e+01
2.700000000000000000e+01 1.237050409843396359e+01 1.285947595240866903e+01 1.438285349429972193e+01
2.800000000000000000e+01 1.258085510586193934e+01 1.255929253342819862e+01 1.168835142065456445e+01
2.900000000000000000e+01 1.372758962724948617e+01 1.157506491685387751e+01 1.202605428305879620e+01
3.000000000000000000e+01 1.223290029947160562e+01 1.351024876979005462e+01 1.184953656042185344e+01
3.100000000000000000e+01 1.188327943594061509e+01 1.059082180696000286e+01 1.222666432256344571e+01
3.500000000000000000e+01 1.055691333253222020e+01 1.023585082236377097e+01 9.917745924460607654e+00
4.000000000000000000e+01 9.179816856726919383e+00 9.779939612898363777e+00 9.174565831175222286e+00
4.500000000000000000e+01 7.333269134484518226e+00 7.909673642650544068e+00 8.443108918872495039e+00
5.000000000000000000e+01 7.552056718208491226e+00 7.099882112518023369e+00 7.858920581451834586e+00
5.500000000000000000e+01 6.790564455753571593e+00 6.713556177168454653e+00 7.146041627416902742e+00
6.000000000000000000e+01 5.961802956295028544e+00 5.935004714360502476e+00 6.189227784200380000e+00
6.500000000000000000e+01 5.529514326414473935e+00 5.396562662872360860e+00 5.556448300432641041e+00
7.000000000000000000e+01 5.058260619809136216e+00 5.251097908383020929e+00 4.943583583332555875e+00
7.500000000000000000e+01 4.873604010282480026e+00 5.152606404315925204e+00 5.022018912788169587e+00
8.000000000000000000e+01 4.449400444462804138e+00 4.527807382962709681e+00 4.597748744536866106e+00
8.500000000000000000e+01 4.403226339076102391e+00 4.241228555916842780e+00 4.191271231396766161e+00
9.000000000000000000e+01 3.831103199370354151e+00 3.926454254701578162e+00 3.925704711362507204e+00
9.500000000000000000e+01 3.579637199659014613e+00 3.669033977084702691e+00 3.943639575220468707e+00
1.000000000000000000e+02 3.634181579470808998e+00 3.692572447562271432e+00 3.552357246951447056e+00
1.050000000000000000e+02 3.378804499526616656e+00 3.400174227141210537e+00 3.312939966505967337e+00
1.100000000000000000e+02 3.306580924971915358e+00 3.147684155834788999e+00 3.272974309903639689e+00
1.150000000000000000e+02 3.115083727802391955e+00 3.064005181543068890e+00 3.201778616806436606e+00
1.200000000000000000e+02 3.000370067227064119e+00 2.893954510154157500e+00 3.006974733945032341e+00
1.250000000000000000e+02 2.981377003738250764e+00 2.818066958320887938e+00 2.762647786171950504e+00
1.300000000000000000e+02 2.810643157261128788e+00 2.727767671039571074e+00 2.711114120275435191e+00
1.350000000000000000e+02 2.556312975290077727e+00 2.543728711956806610e+00 2.772281365299310352e+00
1.400000000000000000e+02 2.469884414275461015e+00 2.698557387554219922e+00 2.585754908861354284e+00
1.450000000000000000e+02 2.453815618079278504e+00 2.466552030448649457e+00 2.366576699138704942e+00
1.500000000000000000e+02 2.438633304396072621e+00 2.541792996478389188e+00 2.466044519367365240e+00
