1.000000000000000000e+00 4.039596212920769425e+00 3.476848017309994265e+00
1.500000000000000000e+00 8.435257974286487936e+00 7.354383549454197144e+00
2.000000000000000000e+00 1.480173683215707747e+01 1.281760326063305655e+01
2.500000000000000000e+00 2.228604031128394070e+01 1.997329653845912745e+01
3.000000000000000000e+00 3.254618325650972821e+01 2.869973235004453826e+01
3.500000000000000000e+00 4.394013188028830541e+01 3.868365502179172211e+01
4.000000000000000000e+00 5.661438794392204699e+01 5.071803599919358163e+01
4.500000000000000000e+00 7.195715546083380332e+01 6.437195414052594344e+01
5.000000000000000000e+00 8.778533726319751906e+01 7.989615462591578421e+01
5.500000000000000000e+00 1.034786314094426984e+02 9.549256195822985660e+01
6.000000000000000000e+00 1.223370807870638544e+02 1.135780861448241978e+02
6.500000000000000000e+00 1.420358847817257697e+02 1.315021072482221882e+02
7.000000000000000000e+00 1.613493385702906835e+02 1.537351993585615730e+02
7.500000000000000000e+00 1.804127042297437526e+02 1.700058865304079063e+02
8.000000000000000000e+00 2.028399321168596998e+02 1.960742468030531711e+02
8.500000000000000000e+00 2.269373691235020942e+02 2.178965792330676834e+02
9.000000000000000000e+00 2.483660542124063113e+02 2.387707356236336977e+02
9.500000000000000000e+00 2.704082913445683971e+02 2.616285820742004375e+02
1.000000000000000000e+01 2.868252122495725303e+02 2.828701360813535644e+02
1.500000000000000000e+01 4.819700880237523393e+02 4.785605258586941773e+02
2.000000000000000000e+01 6.408028654886085178e+02 6.358615999773152225e+02
2.500000000000000000e+01 7.432035128313960968e+02 7.430301357003422709e+02
3.000000000000000000e+01 8.024750105574780719e+02 8.017030278871878863e+02
3.500000000000000000e+01 8.634900507495426609e+02 8.703366650539653619e+02
4.000000000000000000e+01 8.994955925971901252e+02 8.974251802049434446e+02
4.500000000000000000e+01 9.177388747218162734e+02 9.236969189876871269e+02
5.000000000000000000e+01 9.198839077495882748e+02 9.317946398612200483e+02
5.500000000000000000e+01 9.523763875566505703e+02 9.619652879578576403e+02
6.000000000000000000e+01 9.474077098419111280e+02 9.492715611524970427e+02
6.500000000000000000e+01 9.513969840018938839e+02 9.655285254353783557e+02
7.000000000000000000e+01 9.632719519737663632e+02 9.954089339417358815e+02
7.500000000000000000e+01 9.642146560965416029e+02 9.973095718060217223e+02
8.000000000000000000e+01 9.530140748283395169e+02 9.781548580528005914e+02
8.500000000000000000e+01 9.509277873961478917e+02 9.898996764653516038e+02
9.000000000000000000e+01 9.623865946575872385e+02 1.018116363298292868e+03
9.500000000000000000e+01 9.572112177900080496e+02 1.000114857896419153e+03
1.000000000000000000e+02 9.471020386896670971e+02 1.005328023587749726e+03
1.500000000000000000e+02 8.729907735966537530e+02 1.009205886096211202e+03
2.000000000000000000e+02 8.005578652049845232e+02 1.018576136200842257e+03
2.500000000000000000e+02 7.340011543182974947e+02 1.008918502647019977e+03
3.000000000000000000e+02 6.778290711311403811e+02 1.027241978911026536e+03
3.500000000000000000e+02 6.416131648204527664e+02 1.029189362116239408e+03
4.000000000000000000e+02 6.128121496858169621e+02 1.018766630586987503e+03
4.500000000000000000e+02 5.978915406146039686e+02 1.024159167909974713e+03
5.000000000000000000e+02 5.831312129269110756e+02 1.016635900885596470e+03
5.500000000000000000e+02 5.596847726086842840e+02 1.019885169455459504e+03
6.000000000000000000e+02 5.529300379786441226e+02 1.021964162977665524e+03
6.500000000000000000e+02 5.368684103804712322e+02 1.019505252909485421e+03
7.000000000000000000e+02 5.381410318136789783e+02 1.016684366104370383e+03
7.500000000000000000e+02 5.295746719827146762e+02 1.022563309434703569e+03
8.000000000000000000e+02 5.311930434233769347e+02 1.030322581854291457e+03
8.500000000000000000e+02 5.227169096332216895e+02 1.018891917772744250e+03
9.000000000000000000e+02 5.217113461822814315e+02 1.020810513742676903e+03
9.500000000000000000e+02 5.250965901573359815e+02 1.030629758370391983e+03
1.000000000000000000e+03 5.181782893873609055e+02 1.019284039932228779e+03
