100
Atoms. Timestep: 1173800000
1 -0.0474707 0.0461924 -0.00176622
1 0.286105 -0.253618 -0.891619
1 1.13461 -0.194811 -1.43054
1 1.52769 -0.895674 -0.835628
1 1.5356 -1.32544 -1.73314
1 1.96045 -0.469553 -1.43274
1 1.65108 -0.0182793 -2.27333
1 1.77005 -0.853907 -2.80289
1 2.17375 -0.58898 -3.67892
1 2.00504 -0.262137 -4.60758
1 1.61578 -1.02534 -4.10142
1 1.75594 -1.41464 -5.01335
1 1.60459 -0.78566 -5.77994
1 0.658993 -1.08987 -5.74499
1 0.631746 -1.40226 -4.80136
1 0.728462 -0.435042 -4.55735
1 1.35152 0.293966 -4.84153
1 1.72492 0.22106 -3.90629
1 1.51652 -0.741089 -4.0622
1 0.546851 -0.988499 -4.02752
1 0.512675 -1.36972 -4.9475
1 1.42256 -1.30624 -4.53062
1 1.39084 -2.04038 -3.85735
1 0.403706 -2.07788 -4.0459
1 -0.507862 -1.71915 -3.86189
1 -1.48021 -1.73058 -3.61658
1 -2.38128 -1.43029 -3.28907
1 -2.16015 -0.538423 -3.6854
1 -1.73807 0.310573 -3.99886
1 -1.19495 0.512667 -4.81048
1 -1.42287 -0.288094 -4.25647
1 -1.24098 0.102155 -5.16289
1 -1.75594 -0.568392 -5.69722
1 -0.85288 -0.25708 -6.02142
1 -1.47369 -0.589116 -5.31341
1 -1.3821 0.391226 -5.12718
1 -0.471359 0.798146 -5.1367
1 -0.822225 -0.139608 -5.05224
1 -0.0693291 -0.549075 -4.5316
1 0.215349 -0.877655 -3.62854
1 -0.0805647 -1.79171 -3.91459
1 0.853766 -2.03611 -3.65714
1 1.33365 -2.89655 -3.81393
1 2.24601 -3.30829 -3.7792
1 2.46613 -3.18698 -2.80538
1 3.08712 -3.47286 -2.07486
1 2.30352 -4.01983 -2.3668
1 2.30626 -4.13497 -3.36101
1 1.80736 -4.44615 -4.17135
1 1.64938 -4.56444 -3.18229
1 2.26221 -4.05079 -3.78097
1 1.44566 -3.9942 -3.21857
1 0.954822 -3.6173 -4.00549
1 1.0235 -3.31392 -3.05711
1 0.28096 -3.3045 -3.71738
1 0.529819 -3.00277 -4.63788
1 -0.30029 -2.56845 -4.98896
1 -1.19524 -2.14519 -5.15272
1 -1.31969 -3.13111 -5.07081
1 -1.45579 -3.29641 -4.1036
1 -1.02685 -2.67057 -3.44593
1 -1.76047 -3.1973 -3.88153
1 -0.981445 -3.08508 -4.49665
1 -1.69556 -2.53206 -4.06515
1 -1.14895 -3.36357 -4.16953
1 -1.3193 -3.09513 -3.21572
1 -1.19279 -3.53773 -4.09678
1 -1.63854 -3.48183 -3.20608
1 -1.51218 -4.47227 -3.14585
1 -1.35065 -3.84021 -2.38578
1 -0.640124 -3.40995 -2.92968
1 -0.68835 -2.93011 -2.05746
1 -0.218071 -3.37104 -1.2895
1 0.332962 -4.17612 -1.50638
1 -0.46678 -4.44903 -0.974828
1 -0.545803 -3.61809 -1.52398
1 -0.26984 -3.90582 -2.43638
1 0.358668 -3.45791 -1.81075
1 0.799488 -2.66226 -2.20599
1 1.48089 -1.9694 -1.97189
1 1.8429 -1.10358 -2.30196
1 2.20741 -1.85758 -2.862
1 2.399 -1.07352 -3.44082
1 2.48957 -1.72658 -4.18996
1 1.69138 -1.15368 -4.35764
1 0.713656 -0.936401 -4.38129
1 -0.0442024 -0.716885 -3.77462
1 -0.399618 -1.37135 -4.44715
1 -0.624614 -2.34707 -4.46829
1 -0.636614 -1.90856 -3.56747
1 -0.0122121 -1.13638 -3.48202
1 -0.94004 -0.847902 -3.73514
1 -0.726541 -1.20139 -2.8297
1 -0.877349 -0.534117 -3.55016
1 -0.211046 -0.508753 -2.80447
1 -0.892068 0.037992 -2.30978
1 -0.0330151 0.518456 -2.1345
1 0.627738 1.10302 -1.6625
1 -0.293344 0.749321 -1.85588
1 -0.13867 0.310324 -0.963686
