100
Atoms. Timestep: 1323800000
1 -0.0136502 0.0364181 0.00739028
1 -0.659715 -0.645773 0.34215
1 -0.225093 -0.597031 -0.549031
1 0.658937 -1.01772 -0.728916
1 1.24029 -1.3279 0.0259696
1 1.78955 -0.489067 0.00741574
1 1.87142 -0.0241385 0.904069
1 1.08448 -0.338408 0.372238
1 0.381221 -0.953091 0.716465
1 1.22851 -0.519439 0.403739
1 1.85049 -0.345422 -0.369653
1 1.82098 0.0617617 0.547325
1 0.917674 -0.30964 0.313162
1 1.57386 -1.02155 0.0693007
1 2.22651 -0.553031 -0.509193
1 2.86232 -1.29805 -0.301753
1 3.71016 -1.00356 0.122981
1 4.38296 -1.65252 -0.248017
1 3.72492 -1.03058 -0.673794
1 2.93581 -0.597197 -0.24136
1 3.09097 -0.369881 -1.20194
1 3.27761 0.360004 -0.543439
1 4.01109 0.3254 0.137491
1 3.58152 0.111227 -0.74218
1 3.41003 -0.790138 -1.13495
1 3.25621 -1.07953 -2.07817
1 3.03846 -0.876375 -3.03238
1 3.59536 -0.756298 -3.84714
1 3.77115 0.197105 -3.61195
1 3.85028 1.17433 -3.41816
1 4.07573 2.05587 -3.83359
1 4.29921 1.68407 -4.73389
1 4.50685 1.15429 -3.9166
1 3.95671 0.319951 -3.88216
1 3.77421 -0.140683 -3.01122
1 2.85914 -0.41834 -3.29293
1 2.56593 -0.60299 -2.35322
1 1.69403 -0.18047 -2.09431
1 1.06602 -0.918059 -2.33648
1 1.14356 -0.362513 -3.16552
1 1.60045 0.496954 -2.91383
1 1.34234 0.522416 -3.87718
1 0.681392 1.19307 -3.52952
1 1.21362 1.98042 -3.22383
1 0.327935 1.94636 -2.75228
1 0.917541 1.21369 -3.10027
1 1.26545 2.1371 -2.92766
1 1.37345 1.24399 -2.49166
1 1.51836 2.10097 -2.98306
1 1.00178 2.4046 -3.78818
1 0.947224 2.11663 -2.83512
1 0.335305 1.35702 -3.05924
1 1.00399 0.623934 -3.20208
1 0.653888 -0.298554 -3.04457
1 -0.151566 -0.365891 -2.45779
1 -0.351735 -1.24334 -2.02295
1 -1.09775 -0.601011 -1.85221
1 -0.965713 -1.52714 -1.49172
1 -0.309282 -1.38874 -2.23014
1 -0.71495 -1.87706 -1.46417
1 -1.03093 -2.04269 -2.39453
1 -1.55898 -2.88993 -2.40992
1 -0.913632 -2.26466 -1.96417
1 -0.627939 -2.67431 -1.09158
1 -0.997144 -1.8641 -0.648923
1 -1.31332 -2.53034 -1.32735
1 -2.30628 -2.37854 -1.40928
1 -2.5824 -2.10649 -2.33735
1 -1.68228 -2.24384 -1.90988
1 -2.32613 -2.53788 -2.61013
1 -1.39746 -2.87381 -2.4504
1 -0.926064 -3.58134 -1.93007
1 -1.41629 -3.16498 -1.16123
1 -1.08926 -3.3786 -0.244166
1 -0.135795 -3.09166 -0.297431
1 -0.0676629 -3.00722 0.691274
1 -0.451488 -3.76035 0.147306
1 -1.16826 -3.07572 0.0106063
1 -0.238555 -3.15699 -0.360807
1 0.572812 -2.57258 -0.3482
1 0.719189 -3.11962 -1.17245
1 1.15653 -3.56508 -0.388596
1 1.39979 -2.73826 -0.892746
1 1.21257 -2.11502 -0.130149
1 0.702698 -1.99336 0.716006
1 0.659135 -1.35269 -0.0449049
1 0.724429 -2.28937 -0.380802
1 0.86549 -2.61248 -1.31946
1 0.853276 -1.64026 -1.54512
1 0.655517 -0.696711 -1.28409
1 -0.0759054 -0.437046 -0.654957
1 0.845094 -0.225547 -0.981293
1 1.26228 -1.07584 -0.65304
1 1.02147 -1.94699 -0.226022
1 1.324 -1.07739 0.190017
1 1.61871 -1.94543 0.59928
1 2.4846 -1.46217 0.46487
1 1.85087 -0.697072 0.307225
1 1.25952 -0.516898 1.08855
1 0.290505 -0.433757 0.838255
