100
Atoms. Timestep: 1085500000
1 0.0199281 0.0128454 -0.00815677
1 0.986 -0.200212 -0.167866
1 1.98286 -0.104951 -0.0890157
1 2.7927 -0.690886 0.0101861
1 3.47301 -1.28357 -0.422309
1 3.98461 -0.43543 -0.258879
1 4.62984 -0.552838 -1.00835
1 5.13833 -1.36952 -1.30363
1 5.9854 -1.08885 -0.840582
1 6.74988 -0.509493 -1.1033
1 7.69506 -0.791983 -0.967325
1 8.45707 -1.35477 -0.661105
1 9.3156 -1.81956 -0.900156
1 10.0545 -2.17043 -0.325685
1 10.9951 -1.85328 -0.278701
1 11.9116 -1.44253 -0.330163
1 12.8111 -1.26997 0.0680998
1 13.713 -1.34131 -0.350653
1 14.5448 -0.966491 -0.772021
1 15.2935 -0.637487 -1.35358
1 15.8671 0.110799 -1.69119
1 16.5918 -0.0747571 -1.0314
1 17.5859 -0.0536316 -1.09758
1 18.549 -0.300353 -1.17971
1 19.3781 0.00649862 -0.699558
1 19.8664 0.293414 -1.52658
1 20.6819 -0.0122305 -1.02269
1 21.3884 0.486766 -1.5225
1 22.024 0.878468 -0.867326
1 22.3781 1.76902 -1.14242
1 23.2222 1.24391 -1.25775
1 24.1114 1.4553 -1.65839
1 25.063 1.29597 -1.91597
1 25.7814 1.78577 -1.4078
1 26.1953 1.21026 -2.11778
1 27.1888 1.35153 -2.14325
1 27.3978 2.27852 -1.83269
1 27.7715 3.20722 -1.88947
1 27.5062 3.67793 -1.04864
1 27.7108 4.61573 -0.753649
1 27.8597 4.96623 -1.67089
1 27.0986 5.4711 -1.27523
1 27.7875 6.12039 -1.6015
1 28.7583 6.11299 -1.83095
1 29.7481 6.0001 -1.71316
1 30.4437 6.32566 -2.35977
1 31.037 6.44582 -1.57305
1 30.252 5.84876 -1.77468
1 30.494 4.89785 -1.96549
1 31.0552 4.09644 -1.73819
1 31.288 4.99665 -2.11153
1 31.12 4.01138 -2.04742
1 30.9037 4.90332 -2.44859
1 31.5989 5.35749 -3.00253
1 30.7066 5.78251 -2.83066
1 30.29 5.0748 -2.25687
1 30.9667 4.85901 -1.54723
1 30.1677 4.41527 -1.14784
1 30.6798 3.68463 -0.680246
1 29.7993 4.14188 -0.797119
1 29.6061 4.17693 0.179303
1 28.8651 3.61674 -0.200574
1 28.1369 2.97695 0.0410895
1 27.4248 2.6395 -0.572702
1 26.5433 2.2346 -0.335203
1 26.1309 1.40118 -0.700216
1 25.3733 1.02066 -0.174681
1 24.7231 0.978198 0.586663
1 23.7597 1.07095 0.314794
1 24.0284 1.08884 -0.647028
1 23.4517 0.737397 0.103364
1 22.5742 0.626464 -0.342678
1 21.7899 0.0872105 -0.656923
1 21.4745 -0.749683 -0.209601
1 20.4912 -0.685979 -0.384822
1 19.5454 -0.651935 -0.0625663
1 18.6952 -1.18555 -0.0854464
1 17.9191 -1.80188 -0.188081
1 17.0686 -2.11979 0.238213
1 16.2573 -1.56223 0.413372
1 15.2647 -1.44077 0.442004
1 14.578 -1.07489 1.0771
1 13.7996 -1.596 0.736129
1 13.0649 -1.69686 1.39422
1 12.5768 -2.01347 0.584694
1 11.7833 -1.78077 0.0175594
1 11.0274 -1.17924 0.251839
1 10.2242 -0.884244 -0.28116
1 9.36992 -0.776784 0.224509
1 8.51401 -1.20646 0.52395
1 7.73063 -0.592273 0.680893
1 7.00165 -0.0249038 1.04425
1 6.55508 0.87209 0.952653
1 5.69432 0.757732 0.441908
1 5.005 0.654063 -0.26925
1 4.26113 0.913561 -0.886859
1 3.45743 0.31745 -0.931023
1 2.53913 0.354882 -0.533903
1 1.74398 -0.212439 -0.740353
1 0.985986 -0.245152 -0.0943807
