100
Atoms. Timestep: 553300000
1 0.0515664 -0.024312 0.0251982
1 0.810008 0.626512 0.151579
1 1.74275 0.826395 0.436953
1 2.65147 0.612042 0.0837377
1 3.61648 0.355637 0.0587416
1 4.58228 0.600739 0.0123512
1 5.56724 0.509745 0.16671
1 6.5162 0.410235 0.457728
1 7.46266 0.575325 0.1667
1 7.44161 -0.11238 -0.559841
1 8.04718 -0.786478 -0.14063
1 8.85521 -1.26897 0.168489
1 9.52903 -1.0203 0.855593
1 9.82458 -0.0871574 0.667522
1 10.7479 -0.241021 1.00155
1 11.3082 -1.01781 0.705782
1 12.2838 -0.847105 0.688438
1 13.0995 -0.298703 0.839704
1 14.073 -0.319955 1.08545
1 15.0562 -0.472474 1.10767
1 15.6239 -0.777202 1.88159
1 16.0432 -1.51147 2.41256
1 16.9007 -1.00596 2.31194
1 17.5388 -0.274002 2.07945
1 18.1522 -0.132042 2.8576
1 18.9488 -0.727847 2.95578
1 19.292 -0.686332 2.01762
1 20.1516 -0.851014 1.53017
1 21.0738 -1.0267 1.88636
1 21.9335 -1.54167 1.86741
1 22.6274 -1.19764 2.50239
1 22.5751 -1.6811 3.37946
1 23.2717 -2.37244 3.19345
1 23.4807 -3.13421 2.5747
1 22.5915 -3.0223 3.01894
1 23.2856 -2.33982 3.22435
1 23.4093 -1.35442 3.26111
1 24.291 -1.21627 3.70669
1 25.207 -0.875629 3.92344
1 26.0292 -0.70615 3.37889
1 26.1652 -1.60793 3.79829
1 27.1462 -1.38722 3.81641
1 27.7316 -0.734218 4.30639
1 26.9904 -0.0679833 4.31582
1 27.2858 0.210669 5.23959
1 27.2792 -0.60645 5.81301
1 26.3184 -0.862727 5.78211
1 27.1616 -0.349055 5.88894
1 26.9145 0.612163 5.98521
1 27.4105 0.908075 6.81698
1 28.2574 0.905007 6.28892
1 28.3803 0.515941 7.21047
1 27.4621 0.785493 6.93626
1 27.3322 0.267011 6.09239
1 26.9196 0.993265 5.552
1 27.6439 1.67155 5.44612
1 26.839 1.25012 5.87558
1 26.7653 1.58156 4.92478
1 25.8537 1.50002 4.51006
1 26.1684 1.47157 3.56784
1 25.6097 0.872176 4.13139
1 26.2768 1.28171 4.74759
1 25.4662 1.84395 4.56037
1 24.7985 1.18249 4.23728
1 24.1892 0.607304 3.69663
1 23.7394 1.46283 3.4579
1 23.4123 0.592277 3.07525
1 22.941 0.915503 2.24516
1 22.0795 0.51255 2.55694
1 21.4801 0.180968 3.27615
1 20.9798 -0.126155 2.46527
1 20.5022 0.000814225 1.59721
1 20.0939 -0.0139543 2.50812
1 20.464 -0.0869452 1.58365
1 19.4903 -0.273907 1.46638
1 19.4873 -1.08504 0.889648
1 18.6395 -1.32335 0.418502
1 17.6556 -1.47973 0.467333
1 16.7912 -1.72859 0.0112578
1 15.9437 -1.35572 -0.360532
1 15.0759 -0.954873 -0.644143
1 14.2778 -1.54788 -0.679569
1 13.9149 -0.775761 -1.19714
1 13.6672 -1.19207 -2.07312
1 12.7024 -0.956868 -2.18137
1 11.7318 -0.73889 -2.26486
1 11.2696 0.134892 -2.44532
1 10.3096 -0.144548 -2.37435
1 9.31892 -0.0369261 -2.42906
1 8.51701 0.562281 -2.35913
1 7.81948 -0.134257 -2.50584
1 6.98346 0.281725 -2.85338
1 6.12488 0.140937 -2.35394
1 5.39886 -0.53066 -2.2134
1 4.80678 -0.893652 -1.49618
1 4.49069 -0.401283 -0.686764
1 3.69826 -0.69771 -0.146743
1 2.92129 -0.0793435 -0.108427
1 1.95886 0.155948 -0.274792
1 1.04707 -0.0921259 0.0620794
