100
Atoms. Timestep: 874300000
1 -0.00616858 -0.0539983 -0.000803858
1 0.76272 -0.686393 -0.0887444
1 1.70554 -0.515693 0.181598
1 2.35799 -0.555204 0.943741
1 3.30836 -0.241846 0.920622
1 3.43348 0.671083 0.53565
1 4.2529 0.711082 1.10845
1 5.21573 0.853162 0.878151
1 6.20404 0.965048 0.936248
1 6.95624 0.686449 0.343127
1 7.31709 1.4849 -0.154517
1 7.92264 1.82735 -0.865841
1 7.92712 1.18694 -1.63427
1 8.7933 1.69963 -1.62156
1 9.7475 1.69814 -1.90623
1 10.617 2.13285 -1.67296
1 11.3453 1.96021 -1.0136
1 12.0432 1.35186 -0.638492
1 12.847 1.18172 -0.061914
1 13.7317 1.6295 0.0175678
1 14.685 1.35347 -0.0718959
1 14.972 0.830198 -0.869619
1 15.756 0.378784 -1.3055
1 16.6481 0.808679 -1.45697
1 17.0642 1.24295 -2.25891
1 17.925 1.42909 -1.79021
1 18.5083 1.45634 -0.97545
1 19.0343 1.62517 -0.148656
1 19.4239 2.54559 -0.091139
1 19.5619 1.63587 0.304689
1 20.0963 2.4456 0.0708864
1 20.9958 2.01708 0.0983041
1 21.868 1.53084 0.163864
1 22.7183 1.1471 0.546409
1 23.3878 1.61889 -0.0275237
1 23.7613 1.03436 -0.730678
1 23.9488 1.03989 -1.72036
1 23.7159 1.15063 -0.757897
1 23.7988 0.337473 -1.33004
1 24.7723 0.16322 -1.44722
1 25.4458 0.179835 -2.1831
1 25.7473 0.0527619 -3.13325
1 25.4235 0.821092 -2.5828
1 26.3777 0.752935 -2.87246
1 25.4285 0.432438 -2.92037
1 26.2889 0.0388257 -3.24155
1 27.0742 0.335644 -2.69626
1 27.0843 0.171739 -1.70702
1 26.3985 -0.55318 -1.77036
1 26.6163 -1.30468 -2.40398
1 27.4073 -0.89676 -1.95518
1 26.6299 -1.07553 -1.35278
1 26.8793 -0.962097 -0.387166
1 26.167 -1.65949 -0.399242
1 27.053 -1.6966 -0.861348
1 27.1756 -0.725533 -1.0529
1 27.3716 0.196551 -1.39282
1 27.1258 1.16318 -1.41379
1 27.1142 0.761503 -2.32522
1 27.8187 0.324832 -1.76566
1 26.9536 0.580858 -1.33309
1 26.7615 1.55425 -1.39242
1 26.0336 2.23061 -1.31059
1 25.3702 2.33619 -2.03712
1 25.2541 2.20998 -1.0512
1 24.9725 2.12358 -0.0936914
1 24.8894 1.22512 0.337584
1 24.0145 1.69798 0.211633
1 23.2577 2.15953 -0.259783
1 23.0227 1.82705 0.65515
1 22.499 2.07132 -0.160184
1 21.6867 1.55892 0.111369
1 21.3313 0.749727 0.588535
1 20.7744 0.508806 -0.209731
1 20.6008 -0.280403 0.366684
1 19.6361 -0.0521388 0.268509
1 18.7073 0.315591 0.3664
1 18.0942 0.0494981 -0.374156
1 17.4142 -0.617224 -0.0524193
1 16.4304 -0.658623 0.117526
1 15.6754 0.00140451 0.114118
1 14.7262 0.306158 0.210973
1 13.8656 0.495621 0.688115
1 13.1992 0.722338 -0.0191864
1 12.2778 1.06944 -0.154067
1 11.2804 1.16254 -0.137394
1 10.2851 1.07914 -0.0251204
1 9.30925 1.00832 -0.208556
1 8.36487 1.26277 -0.0226612
1 7.74625 2.01767 0.186206
1 6.94448 1.42243 0.125957
1 6.57652 1.64837 -0.776281
1 5.70754 1.46975 -0.327864
1 4.73153 1.22536 -0.337704
1 3.83702 1.16826 0.0757746
1 3.18152 0.457096 0.344438
1 2.3116 0.719376 -0.0895201
1 1.32794 0.754484 0.0487256
1 1.0603 0.20331 -0.739259
1 0.325334 0.791801 -0.415233
