100
Atoms. Timestep: 590300000
1 -0.0392944 -0.0143661 -0.0110616
1 0.309711 -0.756268 -0.59386
1 1.18264 -0.778642 -0.108314
1 2.09644 -0.937337 0.265595
1 2.89001 -0.354125 0.469073
1 3.65969 0.0903715 0.00903916
1 4.43791 0.565482 0.419903
1 5.36973 0.373749 0.730632
1 6.36912 0.32205 0.659918
1 7.2121 0.696912 0.273852
1 8.10245 0.484815 -0.145414
1 8.57577 0.856337 -0.944724
1 9.06899 0.790274 -0.0809591
1 9.90901 0.554977 0.40323
1 10.9043 0.626698 0.475341
1 11.7118 0.401565 -0.0691204
1 12.6156 0.837271 -0.0278617
1 12.2162 0.301792 0.715829
1 12.9659 0.427461 0.0627688
1 13.94 0.191986 0.102764
1 14.8486 0.0414202 0.480824
1 15.8267 0.0235647 0.291433
1 16.8103 -0.095208 0.197741
1 17.4987 0.631742 0.260336
1 17.6268 1.59555 0.0267719
1 18.4192 1.16786 0.468712
1 19.3126 0.710596 0.46202
1 19.9794 0.644881 1.2125
1 20.4663 0.196564 0.451726
1 21.3732 0.288385 0.857257
1 22.1171 0.0207329 1.47599
1 21.9314 -0.813482 0.943686
1 22.5621 -1.57725 0.802619
1 23.3575 -1.97967 0.338544
1 24.1936 -2.03927 0.881951
1 24.2775 -1.63856 1.79706
1 25.1037 -2.19278 1.74645
1 25.1843 -3.10642 2.14327
1 25.6185 -2.92551 3.03347
1 26.2235 -3.27334 2.3222
1 26.1286 -3.55235 3.27628
1 25.9472 -2.96945 2.47992
1 26.8685 -2.91577 2.09488
1 26.2358 -3.16544 1.36183
1 25.9909 -3.11156 0.391695
1 25.7578 -2.29522 -0.149173
1 25.7421 -1.3528 -0.483461
1 25.9558 -2.04704 -1.17338
1 26.7636 -2.28302 -0.625515
1 26.7802 -3.2185 -0.972364
1 26.2544 -3.10171 -0.135326
1 25.785 -3.87332 -0.568627
1 25.7753 -2.87873 -0.473569
1 25.1181 -2.66478 0.254731
1 25.6736 -2.11282 -0.363889
1 25.9878 -1.32759 0.172108
1 25.6967 -0.629949 0.825573
1 24.7735 -0.44169 0.49857
1 24.8364 0.389144 -0.0653807
1 23.8633 0.294457 0.160102
1 23.4736 1.01164 0.7491
1 22.6029 0.576151 0.967012
1 22.2132 0.881669 0.099776
1 21.4822 1.36028 0.581395
1 21.7867 1.48563 -0.362401
1 21.0305 1.45225 -1.0181
1 20.0606 1.2679 -1.1867
1 19.4134 1.66179 -0.539277
1 19.0361 1.62693 -1.46471
1 18.2218 1.38829 -0.929604
1 17.2837 1.71321 -0.789197
1 16.7149 0.90465 -0.658139
1 16.3729 0.682473 -1.56885
1 16.4711 -0.0951231 -0.954132
1 16.0049 0.745706 -0.689753
1 15.2067 1.20936 -1.07826
1 14.9817 0.505457 -1.74515
1 14.1741 0.48573 -1.16223
1 13.548 1.15983 -1.57265
1 12.9647 0.352876 -1.64386
1 12.1064 0.538332 -1.1599
1 11.3006 1.12623 -1.16955
1 10.6671 1.72185 -0.666915
1 10.3239 0.942021 -1.19073
1 10.0788 1.47738 -0.388015
1 9.44602 1.69143 -1.13085
1 8.76769 1.02901 -0.820029
1 8.94041 1.80098 -1.43947
1 8.01372 1.4833 -1.66171
1 7.11587 1.12099 -1.9205
1 6.26788 0.614832 -2.04914
1 5.51041 1.19674 -1.74361
1 5.18486 0.814668 -0.87345
1 4.37121 0.902114 -1.47189
1 4.87552 0.472332 -0.719613
1 3.94345 0.822566 -0.837213
1 3.1055 0.336411 -0.615979
1 2.23788 0.831709 -0.576004
1 1.62584 0.0970276 -0.306062
1 0.87183 0.175848 0.348235
